date,time,DOY,LOGGERTEMP,VIN_1_1_1,PPFD_1_1_1,P_RAIN_1_1_1,RG_1_1_1,RH_1_1_1,RN_1_1_1,TA_1_1_1,TS_1_1_1
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[C],[V],[µmol/m^2/s],[m],[W/m^2],[%],[W/m^2],[K],[K]
2022-03-01,22:30,60.9373,26.4000,11.8798,4.35511,0.00000,-0.331009,99.9276,-47.6196,299.331,300.180
2022-03-01,23:00,60.9581,26.4000,11.8794,4.31525,0.00000,-0.340940,98.7298,-40.5462,299.568,300.161
2022-03-01,23:30,60.9790,26.5267,11.8779,4.45736,0.00000,-0.387943,94.7716,-22.9044,300.182,300.141
2022-03-02,00:00,61.0000,26.8200,11.8794,4.59081,0.00000,-0.344912,95.3826,-32.3513,300.257,300.159
2022-03-02,00:30,61.0208,26.9000,11.8787,4.44697,0.00000,-0.349546,97.8051,-46.4124,300.005,300.149
2022-03-02,01:00,61.0416,26.7500,11.8797,4.40191,0.00000,-0.370069,99.7721,-49.6320,299.750,300.127
2022-03-02,01:30,61.0624,26.5933,11.8805,4.51975,0.00000,-0.346236,99.9994,-44.8659,299.427,300.139
2022-03-02,02:00,61.0833,26.4467,11.8790,4.47989,0.00000,-0.356166,99.9080,-34.7974,299.267,300.143
2022-03-02,02:30,61.1041,26.4000,11.8805,4.40191,0.00000,-0.331672,99.7108,-43.6796,299.366,300.124
2022-03-02,03:00,61.1249,26.3800,11.8811,4.40537,0.00000,-0.300557,99.8929,-48.2120,299.309,300.095
2022-03-02,03:30,61.1458,26.2400,11.8812,4.38977,0.00000,-0.225086,100.000,-49.5054,299.278,300.080
2022-03-02,04:00,61.1666,26.1000,11.8816,4.32218,0.00000,-0.307839,100.000,-48.0363,299.080,300.052
2022-03-02,04:30,61.1874,25.9500,11.8794,4.31525,0.00000,-0.303205,100.000,-42.7168,298.906,300.034
2022-03-02,05:00,61.2083,25.8000,11.8793,4.30485,0.00000,-0.337630,100.000,-37.6411,298.962,300.005
2022-03-02,05:30,61.2291,25.8200,11.8789,4.29619,0.00000,-0.307839,100.000,-32.6736,299.046,299.819
2022-03-02,06:00,61.2499,26.0200,11.8801,4.31352,0.00000,-0.331009,100.000,-32.4701,299.146,299.862
2022-03-02,06:30,61.2707,26.1000,11.8793,4.29619,0.00000,-0.320417,99.9963,-33.1297,299.164,299.892
2022-03-02,07:00,61.2916,26.1000,11.8791,4.28926,0.00000,-0.327699,99.9936,-35.9846,299.151,299.785
2022-03-02,07:30,61.3124,26.1000,11.8796,5.12458,0.00000,0.235016,100.000,-43.0736,299.031,298.119
2022-03-02,08:00,61.3332,26.1000,11.8795,28.6921,0.00000,9.52182,99.6887,-35.6366,299.228,297.289
2022-03-02,08:30,61.3541,26.2800,11.8777,146.655,0.00000,73.1081,94.9593,42.7075,299.959,299.643
2022-03-02,09:00,61.3749,28.1700,11.8774,300.936,0.00000,150.093,84.9002,172.287,301.393,300.004
2022-03-02,09:30,61.3957,31.1600,11.8776,185.421,0.00000,76.5499,82.7264,293.542,301.164,300.181
2022-03-02,10:00,61.4166,32.9867,11.8784,462.673,0.00000,375.061,86.0476,413.552,301.043,300.357
2022-03-02,10:30,61.4374,33.8400,11.8785,259.626,0.00000,133.026,87.8567,519.005,300.686,300.316
2022-03-02,11:00,61.4582,34.4700,11.8792,992.019,0.00000,179.318,85.2999,623.422,301.011,300.495
2022-03-02,11:30,61.4790,36.4567,11.8781,1211.84,0.00000,566.918,83.9935,726.642,301.199,300.586
2022-03-02,12:00,61.4999,37.4800,11.8772,1314.45,0.00000,693.018,85.2296,777.939,301.262,300.817
2022-03-02,12:30,61.5207,37.1000,11.8771,1407.50,0.00000,749.474,85.4339,832.804,301.271,300.934
2022-03-02,13:00,61.5415,37.3500,11.8759,1465.01,0.00000,778.275,83.9823,846.648,301.465,301.143
2022-03-02,13:30,61.5624,37.3200,11.8771,1441.68,0.00000,764.405,82.4591,831.470,301.665,301.238
2022-03-02,14:00,61.5832,37.2200,11.8773,1406.71,0.00000,740.867,82.2616,800.488,301.643,301.573
2022-03-02,14:30,61.6040,37.1000,11.8765,1318.46,0.00000,690.523,82.3109,713.203,301.798,301.712
2022-03-02,15:00,61.6248,35.8533,11.8780,1354.51,0.00000,714.910,82.0828,699.937,301.896,301.889
2022-03-02,15:30,61.6457,34.1167,11.8787,1147.87,0.00000,601.818,81.6686,542.142,302.000,301.905
2022-03-02,16:00,61.6665,32.5233,11.8779,1120.12,0.00000,585.977,79.6805,515.189,302.170,302.051
2022-03-02,16:30,61.6873,31.7700,11.8790,1059.77,0.00000,554.527,78.2522,450.258,302.258,302.213
2022-03-02,17:00,61.7082,31.4000,11.8780,903.056,0.00000,472.408,76.4253,358.268,302.449,302.576
2022-03-02,17:30,61.7290,31.4300,11.8764,671.150,0.00000,349.561,74.8240,248.171,302.693,302.515
2022-03-02,18:00,61.7498,32.0033,11.8771,424.689,0.00000,219.568,72.5765,148.151,303.142,302.422
2022-03-02,18:30,61.7707,31.9267,11.8767,134.208,0.00000,60.9898,74.8236,20.0825,302.697,302.329
2022-03-02,19:00,61.7915,31.1600,11.8784,42.7227,0.00000,17.7117,79.3918,-26.3586,302.173,302.241
2022-03-02,19:30,61.8123,30.2867,11.8768,11.0204,0.00000,3.02741,79.1018,-26.6682,301.805,302.174
2022-03-02,20:00,61.8331,29.7100,11.8789,5.06739,0.00000,-0.235679,78.4392,-24.2411,302.000,302.115
2022-03-02,20:30,61.8540,29.4000,11.8783,4.83863,0.00000,-0.368083,79.9597,-24.3720,301.856,302.041
2022-03-02,21:00,61.8748,29.2567,11.8774,4.70865,0.00000,-0.375365,83.7150,-31.4770,301.501,301.940
2022-03-02,21:30,61.8956,29.0100,11.8771,4.60987,0.00000,-0.371393,83.6236,-29.6210,301.477,301.860
2022-03-02,22:00,61.9165,28.7400,11.8785,5.07779,0.00000,-0.397211,85.8692,-55.0639,301.320,301.788
2022-03-02,22:30,61.9373,27.7967,11.8799,6.88881,0.200000E-03,-0.406480,94.0624,-56.5354,300.348,301.618
2022-03-02,23:00,61.9581,27.1300,11.8784,5.98937,0.00000,-0.460103,95.6088,-58.3385,300.338,301.437
2022-03-02,23:30,61.9790,26.9000,11.8792,5.18697,0.00000,-0.533587,98.6521,-51.3629,300.225,301.514
2022-03-03,00:00,62.0000,26.6700,11.8786,5.08992,0.00000,-0.582577,99.5318,-57.3776,300.055,301.537
2022-03-03,00:30,62.0208,26.5733,11.8795,5.04833,0.00000,-0.668639,99.1253,-55.6539,299.767,301.546
2022-03-03,01:00,62.0416,26.4200,11.8778,4.97900,0.00000,-0.671949,98.0888,-62.7131,299.750,301.549
2022-03-03,01:30,62.0624,26.3900,11.8787,4.95474,0.00000,-0.684528,96.7706,-62.5106,299.508,301.557
2022-03-03,02:00,62.0833,26.3200,11.8780,4.96167,0.00000,-0.807001,94.7241,-62.3890,299.543,301.512
2022-03-03,02:30,62.1041,26.2100,11.8786,4.94088,0.00000,-0.793099,94.7317,-61.2338,299.522,301.433
2022-03-03,03:00,62.1249,26.1000,11.8782,4.93741,0.00000,-0.806339,97.4407,-61.4402,299.798,301.397
2022-03-03,03:30,62.1458,26.1800,11.8774,4.88542,0.00000,-0.775224,99.7668,-61.1053,299.657,301.374
2022-03-03,04:00,62.1666,26.1100,11.8805,4.86809,0.00000,-0.794423,100.000,-63.3323,299.392,301.356
2022-03-03,04:30,62.1874,26.1000,11.8775,4.82303,0.00000,-0.749405,100.000,-60.7909,299.269,301.361
2022-03-03,05:00,62.2083,26.0600,11.8786,4.73291,0.00000,-0.736165,99.9996,-58.5828,299.212,301.304
2022-03-03,05:30,62.2291,26.0700,11.8767,4.72425,0.00000,-0.736165,99.1715,-62.2926,299.587,301.180
2022-03-03,06:00,62.2499,25.9900,11.8797,4.67746,0.00000,-0.751391,99.9991,-60.4637,299.194,301.209
2022-03-03,06:30,62.2707,25.8400,11.8780,4.62200,0.00000,-0.695120,100.000,-61.6038,298.999,301.173
2022-03-03,07:00,62.2916,25.8000,11.8793,4.56135,0.00000,-0.682542,100.000,-61.0644,298.994,301.098
2022-03-03,07:30,62.3124,25.7900,11.8780,5.59250,0.00000,0.529615E-01,99.9964,-61.1141,298.829,301.083
2022-03-03,08:00,62.3332,25.7000,11.8802,38.8252,0.00000,16.1082,95.0458,-43.4421,298.549,299.960
2022-03-03,08:30,62.3541,26.0500,11.8770,154.422,0.00000,79.6025,86.7914,38.0797,300.039,299.221
2022-03-03,09:00,62.3749,27.8067,11.8794,245.002,0.00000,124.746,79.9052,117.194,301.880,300.715
2022-03-03,09:30,62.3957,30.0800,11.8773,250.858,0.00000,116.108,80.8756,297.828,301.605,301.010
2022-03-03,10:00,62.4166,32.8067,11.8792,572.287,0.00000,387.827,79.2905,416.342,301.444,301.365
2022-03-03,10:30,62.4374,32.9200,11.8783,350.229,0.00000,189.874,81.1933,506.987,301.068,301.400
2022-03-03,11:00,62.4582,33.3667,11.8771,883.211,0.00000,280.295,81.0417,598.315,301.107,301.404
2022-03-03,11:30,62.4790,33.4667,11.8771,1154.19,0.00000,507.034,82.8893,640.970,300.862,301.496
2022-03-03,12:00,62.4999,33.4800,11.8776,1309.39,0.00000,699.829,81.0552,742.217,300.898,301.595
2022-03-03,12:30,62.5207,34.4733,11.8763,1373.90,0.00000,733.910,76.8974,808.440,301.376,301.561
2022-03-03,13:00,62.5415,36.5733,11.8765,1440.56,0.200000E-03,768.259,76.5307,842.220,301.676,301.786
2022-03-03,13:30,62.5624,37.5100,11.8748,1462.37,0.00000,775.778,76.7207,804.321,301.727,301.865
2022-03-03,14:00,62.5832,36.6100,11.8760,1528.90,0.00000,809.829,76.8224,783.274,301.986,302.103
2022-03-03,14:30,62.6040,35.8500,11.8758,1498.48,0.00000,794.795,78.2977,740.680,302.176,302.018
2022-03-03,15:00,62.6248,34.9867,11.8757,1332.08,0.00000,701.272,75.8805,640.936,302.917,302.027
2022-03-03,15:30,62.6457,33.7800,11.8758,1242.77,0.00000,659.836,74.6905,592.258,303.090,302.143
2022-03-03,16:00,62.6665,33.2300,11.8774,1293.47,0.00000,691.508,73.3974,607.321,303.559,302.160
2022-03-03,16:30,62.6873,32.7600,11.8763,981.341,0.00000,515.953,74.4681,435.679,303.373,302.336
2022-03-03,17:00,62.7082,32.6200,11.8763,582.882,0.00000,297.275,72.2680,265.563,304.003,302.617
2022-03-03,17:30,62.7290,32.9700,11.8766,418.928,0.00000,209.927,72.4034,173.418,303.775,302.740
2022-03-03,18:00,62.7498,32.3267,11.8777,301.137,0.00000,149.790,76.5123,94.7919,302.818,302.724
2022-03-03,18:30,62.7707,31.8000,11.8761,128.515,0.00000,57.0356,78.1254,8.77418,302.844,302.621
2022-03-03,19:00,62.7915,31.0800,11.8796,80.3833,0.00000,35.6888,82.0863,-13.0841,302.021,302.533
2022-03-03,19:30,62.8123,30.2100,11.8792,29.4182,0.00000,11.2133,83.0341,-39.0781,301.351,302.447
2022-03-03,20:00,62.8331,29.3433,11.8773,6.37583,0.00000,0.229720,85.9834,-55.3944,300.946,302.432
2022-03-03,20:30,62.8540,28.5600,11.8782,5.19563,0.00000,-0.342264,86.7138,-54.7042,300.831,302.391
2022-03-03,21:00,62.8748,28.0800,11.8759,5.13151,0.00000,-0.334982,85.9188,-54.1877,300.604,302.341
2022-03-03,21:30,62.8956,27.7900,11.8794,5.11072,0.00000,-0.327037,86.6049,-55.3331,300.317,302.262
2022-03-03,22:00,62.9165,27.5100,11.8774,5.02233,0.00000,-0.338954,85.9119,-54.5260,300.350,302.164
2022-03-03,22:30,62.9373,27.2600,11.8792,5.02060,0.00000,-0.338954,88.6652,-50.2774,300.330,302.044
2022-03-03,23:00,62.9581,27.2000,11.8766,5.01367,0.00000,-0.349546,90.6511,-52.1252,300.461,301.952
2022-03-03,23:30,62.9790,27.2000,11.8786,4.98767,0.00000,-0.352856,92.1466,-53.6299,300.357,301.916
2022-03-04,00:00,63.0000,27.2000,11.8778,4.97034,0.00000,-0.378013,91.9732,-53.9798,300.375,301.924
2022-03-04,00:30,63.0208,27.2000,11.8772,4.95474,0.00000,-0.338292,92.1962,-55.1428,300.497,301.910
2022-03-04,01:00,63.0416,27.2000,11.8793,4.92528,0.00000,-0.334982,92.8476,-55.7493,300.491,301.895
2022-03-04,01:30,63.0624,27.2000,11.8764,4.87329,0.00000,-0.346236,95.2348,-54.4803,300.342,301.875
2022-03-04,02:00,63.0833,27.2000,11.8792,4.86982,0.00000,-0.356166,97.1752,-54.6657,300.681,301.816
2022-03-04,02:30,63.1041,27.3000,11.8752,4.84383,0.00000,-0.346236,98.6958,-53.4103,300.929,301.815
2022-03-04,03:00,63.1249,27.4900,11.8787,4.86462,0.00000,-0.342926,99.7870,-53.7725,300.782,301.792
2022-03-04,03:30,63.1458,27.4800,11.8764,4.85249,0.00000,-0.327699,99.6579,-31.3013,300.715,301.754
2022-03-04,04:00,63.1666,27.6600,11.8791,4.96167,0.00000,-0.301219,98.4066,-32.1936,301.001,301.747
2022-03-04,04:30,63.1874,27.8067,11.8775,4.89062,0.00000,-0.322403,96.4810,-48.8151,300.837,301.705
2022-03-04,05:00,63.2083,27.8000,11.8785,4.77970,0.00000,-0.317769,98.1026,-35.1260,300.634,301.669
2022-03-04,05:30,63.2291,27.8000,11.8774,4.81263,0.00000,-0.324389,93.0687,-46.4294,300.622,301.642
2022-03-04,06:00,63.2499,27.8000,11.8804,4.73984,0.00000,-0.323065,91.4557,-54.2325,300.530,301.603
2022-03-04,06:30,63.2707,27.5300,11.8777,4.68959,0.00000,-0.359476,88.5640,-42.8910,300.482,301.540
2022-03-04,07:00,63.2916,27.5000,11.8791,4.13502,0.00000,-0.334320,86.3028,-43.3647,300.492,301.477
