Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  3.990
wind_speed_[m+1s-1]_=_  0.397
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,5.0887235213745267E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.613276E-02,0.422290
0.122070E-02,0.122655E-01,0.257688
0.183105E-02,0.183983E-01,0.133680E-01
0.244141E-02,0.245310E-01,-0.726813E-01
0.305176E-02,0.306638E-01,0.601493E-01
0.366211E-02,0.367965E-01,0.461796
0.427246E-02,0.429293E-01,0.280456
0.488281E-02,0.490620E-01,-0.422151E-02
0.549316E-02,0.551948E-01,-0.411617E-01
0.610352E-02,0.613276E-01,0.825545E-01
0.671387E-02,0.674603E-01,0.210805
0.732422E-02,0.735931E-01,0.728203
0.793457E-02,0.797258E-01,0.341990E-01
0.854492E-02,0.858586E-01,0.176192
0.915527E-02,0.919913E-01,-0.209316
0.976562E-02,0.981241E-01,0.101763
0.103760E-01,0.104257,0.577417E-03
0.109863E-01,0.110390,0.174088
0.115967E-01,0.116522,0.261111
0.122070E-01,0.122655,0.348545
0.128174E-01,0.128788,0.651248E-01
0.134277E-01,0.134921,0.222762
0.140381E-01,0.141053,0.308817
0.146484E-01,0.147186,-0.148207
0.152588E-01,0.153319,0.359854E-02
0.158691E-01,0.159452,0.351252
0.164795E-01,0.165584,0.587657E-02
0.170898E-01,0.171717,0.327729E-01
0.177002E-01,0.177850,0.449591
0.183105E-01,0.183983,0.328335
0.189209E-01,0.190115,-0.463116E-01
0.195312E-01,0.196248,0.549811E-01
0.201416E-01,0.202381,0.610866E-01
0.207520E-01,0.208514,-0.476275E-02
0.213623E-01,0.214646,-0.141416E-01
0.219727E-01,0.220779,0.294476E-01
0.225830E-01,0.226912,0.599472
0.231934E-01,0.233045,0.511986
0.238037E-01,0.239177,-0.329867E-01
0.244141E-01,0.245310,0.164736
0.250244E-01,0.251443,0.157960
0.256348E-01,0.257576,0.237629
