Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  3.990
wind_speed_[m+1s-1]_=_  0.036
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,-6.5153421169843011E-005
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.673995E-01,-0.172971
0.122070E-02,0.134799,1.16227
0.183105E-02,0.202199,5.07130
0.244141E-02,0.269598,-1.01257
0.305176E-02,0.336998,-0.536113
0.366211E-02,0.404397,3.93736
0.427246E-02,0.471797,-0.695237E-01
0.488281E-02,0.539196,-0.346599
0.549316E-02,0.606596,1.64020
0.610352E-02,0.673995,-0.372597
0.671387E-02,0.741395,-1.28089
0.732422E-02,0.808794,0.250094
0.793457E-02,0.876194,1.21917
0.854492E-02,0.943593,-0.339415
0.915527E-02,1.01099,1.23133
0.976562E-02,1.07839,-1.24529
0.103760E-01,1.14579,0.618589
0.109863E-01,1.21319,1.90472
0.115967E-01,1.28059,0.654454
0.122070E-01,1.34799,-0.197449
0.128174E-01,1.41539,-0.856019E-01
0.134277E-01,1.48279,-0.551704
0.140381E-01,1.55019,-0.930505
0.146484E-01,1.61759,2.77766
0.152588E-01,1.68499,1.35477
0.158691E-01,1.75239,-0.235203
0.164795E-01,1.81979,1.36922
0.170898E-01,1.88719,0.445094E-01
0.177002E-01,1.95459,-0.808753E-01
0.183105E-01,2.02199,1.54798
0.189209E-01,2.08938,-0.412881E-01
0.195312E-01,2.15678,-1.45195
0.201416E-01,2.22418,-0.164322
0.207520E-01,2.29158,-0.351951
0.213623E-01,2.35898,-0.500318
0.219727E-01,2.42638,1.11430
0.225830E-01,2.49378,2.66994
0.231934E-01,2.56118,0.758681
0.238037E-01,2.62858,-0.249552E-01
0.244141E-01,2.69598,-0.649509
0.250244E-01,2.76338,2.68560
0.256348E-01,2.83078,-0.982979
0.262451E-01,2.89818,0.398631
0.268555E-01,2.96558,4.26051
0.274658E-01,3.03298,1.53712
0.280762E-01,3.10038,-0.520049E-01
0.286865E-01,3.16778,0.910315
0.292969E-01,3.23518,0.220737
0.299072E-01,3.30258,-0.199663
0.305176E-01,3.36998,5.88369
0.311279E-01,3.43737,-5.89908
0.317383E-01,3.50477,-0.251018
0.323486E-01,3.57217,0.757053
0.329590E-01,3.63957,-2.08050
0.335693E-01,3.70697,-0.191943
0.341797E-01,3.77437,2.59561
0.347900E-01,3.84177,-0.378792
0.354004E-01,3.90917,0.107326
0.360107E-01,3.97657,-2.56752
0.366211E-01,4.04397,0.421483
0.372314E-01,4.11137,-1.82601
0.378418E-01,4.17877,-2.06330
0.384521E-01,4.24617,-0.766288E-02
0.390625E-01,4.31357,-0.326733E-01
0.396729E-01,4.38097,1.08669
0.402832E-01,4.44837,-0.933483
0.408936E-01,4.51577,0.214517
0.415039E-01,4.58317,1.29293
0.421143E-01,4.65057,0.510643
0.427246E-01,4.71797,-0.369346E-01
0.433350E-01,4.78536,-1.26189
0.439453E-01,4.85276,-2.02592
0.445557E-01,4.92016,-2.75420
0.451660E-01,4.98756,-0.638971
0.457764E-01,5.05496,-1.43924
0.463867E-01,5.12236,-3.13702
0.469971E-01,5.18976,-0.153830
0.476074E-01,5.25716,-1.19183
0.482178E-01,5.32456,-1.38507
0.488281E-01,5.39196,-3.37422
0.494385E-01,5.45936,-1.33709
0.500488E-01,5.52676,-4.89627
0.506592E-01,5.59416,0.938951E-01
0.512695E-01,5.66156,-4.60048
0.518799E-01,5.72896,3.25479
0.524902E-01,5.79636,1.38646
0.531006E-01,5.86376,-1.37594
0.537109E-01,5.93116,4.80760
0.543213E-01,5.99856,3.31649
0.549316E-01,6.06596,1.82476
0.555420E-01,6.13335,-7.11469
0.561523E-01,6.20075,-0.379745
