Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  3.990
wind_speed_[m+1s-1]_=_  0.437
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,-4.5986398911409713E-004
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.557165E-02,2.46037
0.122070E-02,0.111433E-01,2.82140
0.183105E-02,0.167150E-01,0.869141
0.244141E-02,0.222866E-01,-0.917371
0.305176E-02,0.278583E-01,-0.100419
0.366211E-02,0.334299E-01,-0.200462
0.427246E-02,0.390016E-01,-1.37053
0.488281E-02,0.445732E-01,-1.29047
0.549316E-02,0.501449E-01,-0.682462
0.610352E-02,0.557165E-01,0.650781
0.671387E-02,0.612882E-01,-1.38348
0.732422E-02,0.668598E-01,-4.84403
0.793457E-02,0.724315E-01,-3.16585
0.854492E-02,0.780031E-01,2.43253
0.915527E-02,0.835748E-01,-0.161276
0.976562E-02,0.891464E-01,-0.736503
0.103760E-01,0.947181E-01,1.84109
0.109863E-01,0.100290,-1.46692
0.115967E-01,0.105861,-1.29309
0.122070E-01,0.111433,1.56374
0.128174E-01,0.117005,0.260538
0.134277E-01,0.122576,1.23221
0.140381E-01,0.128148,-0.574072
0.146484E-01,0.133720,-0.211875
0.152588E-01,0.139291,-0.569716E-01
0.158691E-01,0.144863,-0.569365
0.164795E-01,0.150435,-0.161077
0.170898E-01,0.156006,-1.47284
0.177002E-01,0.161578,-0.351401
0.183105E-01,0.167150,-0.779066
0.189209E-01,0.172721,-0.143426
0.195312E-01,0.178293,-0.356842
0.201416E-01,0.183865,-0.342344
0.207520E-01,0.189436,-0.544827E-01
0.213623E-01,0.195008,-1.39943
0.219727E-01,0.200579,-0.262661
0.225830E-01,0.206151,-1.83019
0.231934E-01,0.211723,-2.21657
0.238037E-01,0.217294,-0.148476
0.244141E-01,0.222866,-0.266647
0.250244E-01,0.228438,-0.752412
0.256348E-01,0.234009,-4.58471
0.262451E-01,0.239581,-1.01157
0.268555E-01,0.245153,-3.62932
0.274658E-01,0.250724,-0.414412
0.280762E-01,0.256296,-1.27180
0.286865E-01,0.261868,-0.233723E-01
0.292969E-01,0.267439,0.142195
0.299072E-01,0.273011,-0.666987
0.305176E-01,0.278583,-0.723635
0.311279E-01,0.284154,-0.883405
0.317383E-01,0.289726,1.41872
0.323486E-01,0.295298,-2.30003
0.329590E-01,0.300869,0.589484
