Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  3.990
wind_speed_[m+1s-1]_=_  0.321
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,1.4684927703929815E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.759510E-02,-0.106904
0.122070E-02,0.151902E-01,-0.253513
0.183105E-02,0.227853E-01,-0.931216E-01
0.244141E-02,0.303804E-01,0.534799
0.305176E-02,0.379755E-01,0.992450E-01
0.366211E-02,0.455706E-01,-0.463121E-01
0.427246E-02,0.531657E-01,1.10438
0.488281E-02,0.607608E-01,0.792809E-01
0.549316E-02,0.683559E-01,-0.320228
0.610352E-02,0.759510E-01,0.925135
0.671387E-02,0.835461E-01,0.949696
0.732422E-02,0.911412E-01,0.445415
0.793457E-02,0.987363E-01,0.433389
0.854492E-02,0.106331,0.575238
0.915527E-02,0.113927,-0.104838
0.976562E-02,0.121522,0.735255E-02
0.103760E-01,0.129117,1.24688
0.109863E-01,0.136712,0.859370E-01
0.115967E-01,0.144307,0.233510
0.122070E-01,0.151902,0.535656E-02
0.128174E-01,0.159497,0.165207
0.134277E-01,0.167092,0.546638
0.140381E-01,0.174687,1.02356
0.146484E-01,0.182282,0.885757
0.152588E-01,0.189878,0.153523
0.158691E-01,0.197473,0.849200E-01
0.164795E-01,0.205068,0.373385
0.170898E-01,0.212663,0.405718
0.177002E-01,0.220258,0.484261E-01
0.183105E-01,0.227853,0.377832
0.189209E-01,0.235448,-0.204367E-01
0.195312E-01,0.243043,0.723204
0.201416E-01,0.250638,0.121238
0.207520E-01,0.258234,-0.632513E-01
0.213623E-01,0.265829,-0.572288E-01
0.219727E-01,0.273424,-0.117781
0.225830E-01,0.281019,0.582982
0.231934E-01,0.288614,0.403614
0.238037E-01,0.296209,0.913078
0.244141E-01,0.303804,0.365250
0.250244E-01,0.311399,0.694963E-03
0.256348E-01,0.318994,0.444706
0.262451E-01,0.326589,0.162316
0.268555E-01,0.334185,0.215122
0.274658E-01,0.341780,-0.302718
0.280762E-01,0.349375,0.956301
0.286865E-01,0.356970,0.172979
0.292969E-01,0.364565,0.604376
0.299072E-01,0.372160,-1.00300
0.305176E-01,0.379755,0.730120
0.311279E-01,0.387350,-0.154307
0.317383E-01,0.394945,0.257717
0.323486E-01,0.402540,1.37133
0.329590E-01,0.410136,-0.157245
0.335693E-01,0.417731,0.858082
0.341797E-01,0.425326,-0.440498
0.347900E-01,0.432921,0.290078
0.354004E-01,0.440516,0.292616E-01
0.360107E-01,0.448111,0.126712
0.366211E-01,0.455706,-0.618149E-01
0.372314E-01,0.463301,0.251112
0.378418E-01,0.470896,0.101864
0.384521E-01,0.478491,0.465610E-01
0.390625E-01,0.486087,-0.763380E-01
0.396729E-01,0.493682,-0.155047
0.402832E-01,0.501277,0.173811
0.408936E-01,0.508872,1.04891
0.415039E-01,0.516467,0.163150
0.421143E-01,0.524062,-0.247107
0.427246E-01,0.531657,-0.794926E-01
0.433350E-01,0.539252,-0.139456E-01
0.439453E-01,0.546847,0.214461E-01
0.445557E-01,0.554443,0.115057
0.451660E-01,0.562038,-0.232814
0.457764E-01,0.569633,0.445920
0.463867E-01,0.577228,-0.301253
0.469971E-01,0.584823,-0.330973
0.476074E-01,0.592418,0.514056
0.482178E-01,0.600013,-0.172545E-02
0.488281E-01,0.607608,-0.118999
0.494385E-01,0.615203,0.294112E-01
0.500488E-01,0.622798,-0.108130
0.506592E-01,0.630394,-0.449149
0.512695E-01,0.637989,0.964199
0.518799E-01,0.645584,0.236841E-01
0.524902E-01,0.653179,-0.103145
0.531006E-01,0.660774,0.218330
0.537109E-01,0.668369,-0.678850
0.543213E-01,0.675964,0.174046
0.549316E-01,0.683559,-0.410227
0.555420E-01,0.691154,-0.129473
0.561523E-01,0.698749,0.631691
0.567627E-01,0.706345,-0.410413
0.573730E-01,0.713940,0.721769E-01
0.579834E-01,0.721535,0.159074
0.585938E-01,0.729130,-0.194148
0.592041E-01,0.736725,-0.690556
0.598145E-01,0.744320,-0.479330E-01
0.604248E-01,0.751915,-0.306968E-01
0.610352E-01,0.759510,0.625804
0.616455E-01,0.767105,0.872796E-01
0.622559E-01,0.774701,0.295144
0.628662E-01,0.782296,-0.764747E-02
0.634766E-01,0.789891,0.688664E-01
0.640869E-01,0.797486,0.115810
0.646973E-01,0.805081,0.348569
0.653076E-01,0.812676,0.317718
0.659180E-01,0.820271,0.233163E-02
0.665283E-01,0.827866,-0.244705E-01
0.671387E-01,0.835461,0.191963
0.677490E-01,0.843056,-0.751781E-01
0.683594E-01,0.850652,0.201323
0.689697E-01,0.858247,0.627376E-01
0.695801E-01,0.865842,-0.878322E-01
0.701904E-01,0.873437,0.778782
0.708008E-01,0.881032,0.390018
0.714111E-01,0.888627,0.426624
0.720215E-01,0.896222,0.352597
0.726318E-01,0.903817,0.219649
0.732422E-01,0.911412,0.336680
0.738525E-01,0.919007,0.451714
0.744629E-01,0.926603,0.135369
0.750732E-01,0.934198,-0.127479
0.756836E-01,0.941793,0.252448
0.762939E-01,0.949388,0.297681
0.769043E-01,0.956983,0.844774
0.775146E-01,0.964578,0.228162
0.781250E-01,0.972173,0.974855E-01
0.787354E-01,0.979768,0.564380
0.793457E-01,0.987363,0.361115
0.799561E-01,0.994959,0.168471
0.805664E-01,1.00255,0.278049
0.811768E-01,1.01015,-0.112055E-01
0.817871E-01,1.01774,0.530147E-01
0.823975E-01,1.02534,0.973788E-02
0.830078E-01,1.03293,0.256051
0.836182E-01,1.04053,0.249512
0.842285E-01,1.04812,0.421480
0.848389E-01,1.05572,-0.142649
0.854492E-01,1.06331,-0.107164
0.860596E-01,1.07091,0.396660
0.866699E-01,1.07850,0.205010
0.872803E-01,1.08610,0.672816
0.878906E-01,1.09369,-0.133323
0.885010E-01,1.10129,-0.440353
0.891113E-01,1.10889,0.376419
0.897217E-01,1.11648,-0.453484E-02
0.903320E-01,1.12408,-0.358245E-02
0.909424E-01,1.13167,0.172438
0.915527E-01,1.13927,0.906029
0.921631E-01,1.14686,0.202450
0.927734E-01,1.15446,0.330781
0.933838E-01,1.16205,0.890070
0.939941E-01,1.16965,0.417392
0.946045E-01,1.17724,0.373482E-01
0.952148E-01,1.18484,0.118527
0.958252E-01,1.19243,0.123845
0.964355E-01,1.20003,0.194587
0.970459E-01,1.20762,-0.274907E-01
0.976562E-01,1.21522,0.898027E-01
0.982666E-01,1.22281,-0.688760E-01
0.988770E-01,1.23041,0.393438E-02
0.994873E-01,1.23800,-0.184634
0.100098,1.24560,0.327662
0.100708,1.25319,0.407936E-01
0.101318,1.26079,0.717781E-01
0.101929,1.26838,0.195421
0.102539,1.27598,0.103050
0.103149,1.28357,0.219337
0.103760,1.29117,-0.671403E-01
0.104370,1.29876,-0.175807
0.104980,1.30636,-0.558946E-01
0.105591,1.31395,0.150216
0.106201,1.32155,-0.540334
0.106812,1.32914,0.162392
0.107422,1.33674,-0.934509E-01
0.108032,1.34433,0.478550
0.108643,1.35193,-0.112684E-01
0.109253,1.35952,-0.150680
0.109863,1.36712,1.33335
0.110474,1.37471,0.911657
0.111084,1.38231,0.905933E-01
0.111694,1.38990,0.972906E-01
0.112305,1.39750,0.292920E-01
0.112915,1.40509,-0.213766
0.113525,1.41269,-0.785631E-01
0.114136,1.42028,0.238698
0.114746,1.42788,-0.284039
0.115356,1.43547,-0.470210E-01
0.115967,1.44307,0.887731E-01
0.116577,1.45066,-0.290465
0.117188,1.45826,-0.283908
0.117798,1.46585,0.856482E-02
0.118408,1.47345,0.304294
0.119019,1.48105,0.159115
0.119629,1.48864,0.142972
0.120239,1.49624,0.260247E-01
0.120850,1.50383,0.454767
0.121460,1.51143,0.109491
0.122070,1.51902,0.292837
0.122681,1.52662,0.849251E-01
0.123291,1.53421,0.153113
0.123901,1.54181,0.464509E-01
0.124512,1.54940,-0.472952E-01
0.125122,1.55700,0.233165
0.125732,1.56459,-0.547768E-01
0.126343,1.57219,0.137209
0.126953,1.57978,-0.314281E-01
0.127563,1.58738,-0.539745E-01
0.128174,1.59497,0.214822
0.128784,1.60257,0.166133
0.129395,1.61016,0.935452E-01
0.130005,1.61776,-0.529300E-01
0.130615,1.62535,-0.158860E-01
0.131226,1.63295,-0.496885E-01
0.131836,1.64054,-0.257920
0.132446,1.64814,-0.534658E-01
0.133057,1.65573,-0.117639
0.133667,1.66333,0.112320
0.134277,1.67092,0.550267
0.134888,1.67852,0.228954
0.135498,1.68611,-0.977846E-01
0.136108,1.69371,0.219539E-01
0.136719,1.70130,0.425409E-01
0.137329,1.70890,0.110540
0.137939,1.71649,-0.272437E-01
0.138550,1.72409,0.186927
0.139160,1.73168,0.404522
0.139771,1.73928,0.242152
0.140381,1.74687,0.290893E-01
0.140991,1.75447,-0.972385E-01
0.141602,1.76206,0.572122E-01
0.142212,1.76966,0.190487
0.142822,1.77725,0.286501
0.143433,1.78485,0.105587
0.144043,1.79244,0.137479
0.144653,1.80004,0.120518
0.145264,1.80763,-0.811677E-01
0.145874,1.81523,-0.585533E-01
0.146484,1.82282,-0.110342E-01
0.147095,1.83042,0.207052
0.147705,1.83801,0.699112
0.148315,1.84561,0.999263E-01
0.148926,1.85321,0.440634E-01
0.149536,1.86080,0.231093E-01
0.150146,1.86840,0.153643
0.150757,1.87599,-0.123551
0.151367,1.88359,0.832401E-02
0.151978,1.89118,0.390836
0.152588,1.89878,-0.496414E-01
0.153198,1.90637,-0.354696E-01
0.153809,1.91397,0.168099
0.154419,1.92156,0.246387
0.155029,1.92916,0.294321E-01
0.155640,1.93675,0.187351
0.156250,1.94435,0.464921
0.156860,1.95194,0.122292E-01
0.157471,1.95954,0.841557E-01
0.158081,1.96713,-0.268363
0.158691,1.97473,0.224943
0.159302,1.98232,0.140086
0.159912,1.98992,-0.942982E-02
0.160522,1.99751,-0.181899
0.161133,2.00511,0.288076
0.161743,2.01270,-0.587100E-01
0.162354,2.02030,0.297581
0.162964,2.02789,-0.133323E-01
0.163574,2.03549,0.437855
0.164185,2.04308,-0.161017
0.164795,2.05068,0.133924
0.165405,2.05827,-0.155351
0.166016,2.06587,0.427624E-01
0.166626,2.07346,0.139460
0.167236,2.08106,0.143389
0.167847,2.08865,0.306227
0.168457,2.09625,-0.139967
0.169067,2.10384,0.403842
0.169678,2.11144,0.233366
0.170288,2.11903,0.323187
0.170898,2.12663,0.290966
0.171509,2.13422,-0.343110E-01
0.172119,2.14182,-0.404047E-02
0.172729,2.14941,0.487448E-01
0.173340,2.15701,-0.207224
0.173950,2.16460,0.840757E-01
0.174561,2.17220,0.349676
0.175171,2.17979,-0.278993
0.175781,2.18739,-0.382992E-01
0.176392,2.19498,0.329615
0.177002,2.20258,-0.177240
0.177612,2.21018,0.106846
0.178223,2.21777,-0.912179E-01
0.178833,2.22537,0.381617E-01
0.179443,2.23296,-0.103563
0.180054,2.24056,0.704209E-01
0.180664,2.24815,0.736512
0.181274,2.25575,0.386297
0.181885,2.26334,0.301891
0.182495,2.27094,-0.517174E-01
0.183105,2.27853,0.105136
0.183716,2.28613,-0.131382
0.184326,2.29372,-0.232975E-01
0.184937,2.30132,0.170385
0.185547,2.30891,-0.194653
0.186157,2.31651,0.193243
0.186768,2.32410,-0.693141E-02
0.187378,2.33170,0.416967E-01
0.187988,2.33929,0.392565E-01
0.188599,2.34689,-0.183435
0.189209,2.35448,0.934448E-01
0.189819,2.36208,-0.168572
0.190430,2.36967,-0.564899E-02
0.191040,2.37727,0.744075E-01
0.191650,2.38486,-0.463392E-01
0.192261,2.39246,0.178854E-01
0.192871,2.40005,0.224469
0.193481,2.40765,0.182212
0.194092,2.41524,0.146195
0.194702,2.42284,-0.105137E-01
0.195312,2.43043,-0.726051E-01
0.195923,2.43803,-0.370274E-01
0.196533,2.44562,-0.105291
0.197144,2.45322,-0.130563
0.197754,2.46081,-0.329377E-01
0.198364,2.46841,0.743396
0.198975,2.47600,-0.836008E-02
0.199585,2.48360,-0.131850
0.200195,2.49119,0.233370
0.200806,2.49879,0.231393
0.201416,2.50638,0.760577E-01
0.202026,2.51398,0.540965E-01
0.202637,2.52157,0.525058E-01
0.203247,2.52917,-0.142105
0.203857,2.53676,0.183744E-01
0.204468,2.54436,-0.174832
0.205078,2.55195,0.834108E-01
0.205688,2.55955,0.401582
0.206299,2.56714,-0.480755E-01
0.206909,2.57474,-0.167519E-02
0.207520,2.58234,0.755033E-01
0.208130,2.58993,-0.790310E-02
0.208740,2.59753,0.196415
0.209351,2.60512,-0.186250E-01
0.209961,2.61272,-0.925981E-01
0.210571,2.62031,-0.115928
0.211182,2.62791,0.310762
0.211792,2.63550,0.721405E-01
0.212402,2.64310,-0.133401
0.213013,2.65069,0.276688
0.213623,2.65829,0.323855
0.214233,2.66588,0.381151
0.214844,2.67348,0.389746
0.215454,2.68107,0.265287
0.216064,2.68867,0.714814E-01
0.216675,2.69626,0.118469
0.217285,2.70386,0.238669
0.217896,2.71145,0.312220
0.218506,2.71905,0.478093E-01
0.219116,2.72664,0.643960E-01
0.219727,2.73424,-0.226021
0.220337,2.74183,0.739712E-02
0.220947,2.74943,0.140004
0.221558,2.75702,0.152978
0.222168,2.76462,0.287716E-01
0.222778,2.77221,0.851606E-01
0.223389,2.77981,-0.156316E-01
0.223999,2.78740,0.202348
0.224609,2.79500,-0.971067E-01
0.225220,2.80259,0.644906E-01
0.225830,2.81019,0.178167
0.226440,2.81778,0.739010E-01
0.227051,2.82538,0.840097E-01
0.227661,2.83297,0.195467
0.228271,2.84057,-0.141453
0.228882,2.84816,-0.215447E-01
0.229492,2.85576,0.235188
0.230103,2.86335,-0.112877
0.230713,2.87095,0.944316E-01
0.231323,2.87854,0.320737
0.231934,2.88614,0.764389
0.232544,2.89373,0.525718E-01
0.233154,2.90133,-0.132549
0.233765,2.90892,-0.519275E-01
0.234375,2.91652,0.433780E-01
0.234985,2.92411,0.468924E-01
0.235596,2.93171,-0.283518E-01
0.236206,2.93930,-0.198835
0.236816,2.94690,0.127584
0.237427,2.95450,0.753324E-01
0.238037,2.96209,0.232161E-01
0.238647,2.96969,0.525615
0.239258,2.97728,-0.861609E-01
0.239868,2.98488,0.279968
0.240479,2.99247,0.448245
0.241089,3.00007,0.146063
0.241699,3.00766,0.436250E-01
0.242310,3.01526,0.259099
0.242920,3.02285,-0.256200E-01
0.243530,3.03045,0.218968E-01
0.244141,3.03804,-0.527656E-01
0.244751,3.04564,0.946559E-01
0.245361,3.05323,-0.124749
0.245972,3.06083,0.163545
0.246582,3.06842,0.145708
0.247192,3.07602,0.170657
0.247803,3.08361,0.588210
0.248413,3.09121,0.104775
0.249023,3.09880,0.297044E-01
0.249634,3.10640,0.888463E-01
0.250244,3.11399,0.589877E-01
0.250854,3.12159,-0.155612E-01
0.251465,3.12918,0.484405E-01
0.252075,3.13678,-0.110861
0.252686,3.14437,-0.574312E-01
0.253296,3.15197,0.451594E-01
0.253906,3.15956,-0.184319E-01
0.254517,3.16716,0.215015E-02
0.255127,3.17475,0.133162
0.255737,3.18235,0.161279
0.256348,3.18994,0.727883E-02
0.256958,3.19754,0.133460
0.257568,3.20513,0.885263E-02
0.258179,3.21273,0.137392E-01
0.258789,3.22032,0.779798E-01
0.259399,3.22792,0.599354
0.260010,3.23551,0.738492E-01
0.260620,3.24311,-0.358925E-01
0.261230,3.25070,-0.161509E-01
0.261841,3.25830,0.470667E-01
0.262451,3.26589,0.150797
0.263062,3.27349,0.244973E-01
0.263672,3.28108,0.224105E-01
0.264282,3.28868,-0.111775
0.264893,3.29627,0.628927E-01
0.265503,3.30387,0.180850
0.266113,3.31146,0.847100E-02
0.266724,3.31906,0.164895
0.267334,3.32666,0.355646
0.267944,3.33425,0.952118E-02
0.268555,3.34185,0.170982
0.269165,3.34944,0.142598
0.269775,3.35704,0.136668
0.270386,3.36463,0.225305E-01
0.270996,3.37223,0.604252E-01
0.271606,3.37982,0.657057
0.272217,3.38742,0.136475
0.272827,3.39501,0.107148
0.273438,3.40261,0.174524
0.274048,3.41020,0.647958E-01
0.274658,3.41780,0.218458
0.275269,3.42539,0.186546
0.275879,3.43299,0.119005
0.276489,3.44058,-0.739482E-01
0.277100,3.44818,0.263567
0.277710,3.45577,-0.959755E-02
0.278320,3.46337,0.599533E-01
0.278931,3.47096,0.413220E-01
0.279541,3.47856,0.202716E-01
0.280151,3.48615,-0.271198
0.280762,3.49375,0.117703
0.281372,3.50134,0.122646
0.281982,3.50894,0.155562
0.282593,3.51653,0.116818
0.283203,3.52413,0.542413
0.283813,3.53172,0.119799
0.284424,3.53932,0.446103E-02
0.285034,3.54691,-0.262914E-01
0.285645,3.55451,-0.225491E-01
0.286255,3.56210,0.121806
0.286865,3.56970,-0.104876
0.287476,3.57729,0.961814E-01
0.288086,3.58489,-0.546097E-01
0.288696,3.59248,0.199809
0.289307,3.60008,0.297823
0.289917,3.60767,0.370337
0.290527,3.61527,0.577639E-01
0.291138,3.62286,-0.316607E-01
0.291748,3.63046,-0.565937E-01
0.292358,3.63805,1.05234
0.292969,3.64565,-0.106404
0.293579,3.65324,-0.371503E-01
0.294189,3.66084,0.196095
0.294800,3.66843,0.559839E-01
0.295410,3.67603,0.659758E-01
0.296021,3.68363,0.425877
0.296631,3.69122,0.344928E-01
0.297241,3.69882,0.741855E-01
0.297852,3.70641,0.975404E-04
0.298462,3.71401,0.365695E-01
0.299072,3.72160,0.387457E-01
0.299683,3.72920,-0.156684
0.300293,3.73679,0.160420E-01
0.300903,3.74439,-0.610885E-01
0.301514,3.75198,0.202370
0.302124,3.75958,-0.811063E-01
0.302734,3.76717,0.202741E-01
0.303345,3.77477,-0.167664E-01
0.303955,3.78236,0.198385
0.304565,3.78996,0.165749
0.305176,3.79755,0.214557E-01
0.305786,3.80515,-0.667511E-01
0.306396,3.81274,-0.242996E-01
0.307007,3.82034,0.839511E-01
0.307617,3.82793,-0.120033
0.308228,3.83553,0.473239
0.308838,3.84312,0.511410
0.309448,3.85072,-0.233869E-01
0.310059,3.85831,0.158849
0.310669,3.86591,-0.209910
0.311279,3.87350,0.203601E-01
0.311890,3.88110,0.764684
0.312500,3.88869,0.208411
0.313110,3.89629,0.276391E-01
0.313721,3.90388,0.582461E-01
0.314331,3.91148,-0.384339
0.314941,3.91907,-0.922005E-01
0.315552,3.92667,-0.125029
0.316162,3.93426,0.804295E-01
0.316772,3.94186,-0.966639E-02
0.317383,3.94945,0.822275E-01
0.317993,3.95705,-0.149900
