Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  3.990
wind_speed_[m+1s-1]_=_  1.020
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,1.6569060870067003E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.238706E-02,-0.688535E-02
0.122070E-02,0.477412E-02,0.428272E-01
0.183105E-02,0.716118E-02,0.318274
0.244141E-02,0.954824E-02,0.551390E-01
0.305176E-02,0.119353E-01,0.437730E-01
0.366211E-02,0.143224E-01,0.372011
0.427246E-02,0.167094E-01,-0.136882
0.488281E-02,0.190965E-01,0.152643
0.549316E-02,0.214835E-01,0.249520
0.610352E-02,0.238706E-01,0.908755E-01
0.671387E-02,0.262577E-01,-0.718949E-01
0.732422E-02,0.286447E-01,0.111298E-02
0.793457E-02,0.310318E-01,-0.680228E-01
0.854492E-02,0.334188E-01,-0.482967E-01
0.915527E-02,0.358059E-01,0.112220E-01
0.976562E-02,0.381930E-01,-0.724047E-01
0.103760E-01,0.405800E-01,0.257674
0.109863E-01,0.429671E-01,0.305909
0.115967E-01,0.453541E-01,0.661110
0.122070E-01,0.477412E-01,0.374519
0.128174E-01,0.501283E-01,-0.546603E-02
0.134277E-01,0.525153E-01,-0.249107E-01
0.140381E-01,0.549024E-01,0.671009
0.146484E-01,0.572894E-01,-0.156342
0.152588E-01,0.596765E-01,1.00058
0.158691E-01,0.620636E-01,-0.445426E-02
0.164795E-01,0.644506E-01,0.404887E-01
0.170898E-01,0.668377E-01,0.572436
0.177002E-01,0.692247E-01,-0.135967
0.183105E-01,0.716118E-01,0.493116E-01
0.189209E-01,0.739989E-01,-0.611102E-01
0.195312E-01,0.763859E-01,0.354461
0.201416E-01,0.787730E-01,0.435387E-01
0.207520E-01,0.811600E-01,0.107594
0.213623E-01,0.835471E-01,0.739048
0.219727E-01,0.859342E-01,0.282231
0.225830E-01,0.883212E-01,0.288623E-01
0.231934E-01,0.907083E-01,0.134786
0.238037E-01,0.930953E-01,0.508325
0.244141E-01,0.954824E-01,-0.245624
0.250244E-01,0.978695E-01,-0.128622
0.256348E-01,0.100257,0.759348
0.262451E-01,0.102644,0.515144
0.268555E-01,0.105031,0.101697
0.274658E-01,0.107418,0.121452
0.280762E-01,0.109805,0.390249
0.286865E-01,0.112192,-0.135980
0.292969E-01,0.114579,0.445141
0.299072E-01,0.116966,0.127163
0.305176E-01,0.119353,0.567488
0.311279E-01,0.121740,-0.137589
0.317383E-01,0.124127,-0.522973
0.323486E-01,0.126514,-0.253330E-01
0.329590E-01,0.128901,0.365903
0.335693E-01,0.131288,0.403617
0.341797E-01,0.133675,-0.540319E-01
0.347900E-01,0.136062,0.151384
0.354004E-01,0.138449,0.158189
0.360107E-01,0.140837,1.36092
0.366211E-01,0.143224,0.320226
0.372314E-01,0.145611,1.33416
0.378418E-01,0.147998,0.459871
0.384521E-01,0.150385,-0.634717
0.390625E-01,0.152772,0.752810
0.396729E-01,0.155159,0.229549
0.402832E-01,0.157546,0.760980
0.408936E-01,0.159933,-0.451951E-01
0.415039E-01,0.162320,0.152930
0.421143E-01,0.164707,0.686077E-01
0.427246E-01,0.167094,0.409299
0.433350E-01,0.169481,0.105597
0.439453E-01,0.171868,1.58639
0.445557E-01,0.174255,0.353499
0.451660E-01,0.176642,0.840758E-01
0.457764E-01,0.179030,0.142879
0.463867E-01,0.181417,0.527503
0.469971E-01,0.183804,1.21423
0.476074E-01,0.186191,-0.149603
0.482178E-01,0.188578,0.123366
0.488281E-01,0.190965,0.411846
0.494385E-01,0.193352,-0.226500E-01
0.500488E-01,0.195739,-0.406413
0.506592E-01,0.198126,0.308166
0.512695E-01,0.200513,-0.261668
0.518799E-01,0.202900,0.138533
0.524902E-01,0.205287,0.509404
0.531006E-01,0.207674,0.402117E-02
0.537109E-01,0.210061,0.510694
0.543213E-01,0.212448,0.417307E-01
0.549316E-01,0.214835,-0.512072E-01
0.555420E-01,0.217222,0.460146
0.561523E-01,0.219610,0.609246
0.567627E-01,0.221997,0.223514
0.573730E-01,0.224384,-0.242262
0.579834E-01,0.226771,-0.145093
0.585938E-01,0.229158,0.412452
0.592041E-01,0.231545,-0.100470
0.598145E-01,0.233932,-0.120557
0.604248E-01,0.236319,-0.604658E-01
0.610352E-01,0.238706,0.581606
0.616455E-01,0.241093,0.190818E-01
0.622559E-01,0.243480,1.05690
0.628662E-01,0.245867,0.700427
0.634766E-01,0.248254,1.08035
0.640869E-01,0.250641,0.494657
0.646973E-01,0.253028,0.454499
0.653076E-01,0.255415,-0.142916
0.659180E-01,0.257803,0.410712E-01
0.665283E-01,0.260190,0.499389E-01
0.671387E-01,0.262577,0.195546
0.677490E-01,0.264964,0.374508
0.683594E-01,0.267351,0.667699E-01
0.689697E-01,0.269738,0.436535
0.695801E-01,0.272125,0.156601E-01
0.701904E-01,0.274512,0.601478
0.708008E-01,0.276899,0.154707
0.714111E-01,0.279286,0.395287E-01
0.720215E-01,0.281673,0.407710E-02
0.726318E-01,0.284060,-0.152372
0.732422E-01,0.286447,0.355901E-01
0.738525E-01,0.288834,0.290917
0.744629E-01,0.291221,0.440219
0.750732E-01,0.293608,0.308768
0.756836E-01,0.295995,0.377054
0.762939E-01,0.298383,0.232234
0.769043E-01,0.300770,0.800566
0.775146E-01,0.303157,-0.457210
0.781250E-01,0.305544,0.305534
0.787354E-01,0.307931,-0.235993E-02
0.793457E-01,0.310318,0.254646
0.799561E-01,0.312705,1.10632
0.805664E-01,0.315092,-0.488572E-02
0.811768E-01,0.317479,0.504988
0.817871E-01,0.319866,0.259233
0.823975E-01,0.322253,-0.422510E-02
0.830078E-01,0.324640,0.159693
0.836182E-01,0.327027,0.119755
0.842285E-01,0.329414,0.374625
0.848389E-01,0.331801,0.571628E-01
0.854492E-01,0.334188,-0.565400E-01
0.860596E-01,0.336575,0.285781
0.866699E-01,0.338963,0.852341E-01
0.872803E-01,0.341350,0.396066
0.878906E-01,0.343737,0.259026E-01
0.885010E-01,0.346124,-0.496312E-01
0.891113E-01,0.348511,-0.863927E-01
0.897217E-01,0.350898,0.219648
0.903320E-01,0.353285,-0.470600
0.909424E-01,0.355672,-0.409314E-01
0.915527E-01,0.358059,0.690694
0.921631E-01,0.360446,0.124961
0.927734E-01,0.362833,0.220699
0.933838E-01,0.365220,-0.112968E-01
0.939941E-01,0.367607,-0.350915
0.946045E-01,0.369994,-0.179064E-01
0.952148E-01,0.372381,0.313120
0.958252E-01,0.374768,-0.649782E-01
0.964355E-01,0.377156,0.999140
0.970459E-01,0.379543,0.419400E-01
0.976562E-01,0.381930,0.169853
0.982666E-01,0.384317,0.424064
0.988770E-01,0.386704,0.415456
0.994873E-01,0.389091,0.156538
0.100098,0.391478,0.826729E-01
0.100708,0.393865,0.360701E-01
0.101318,0.396252,0.594552E-02
0.101929,0.398639,0.531125
0.102539,0.401026,0.328355
0.103149,0.403413,0.127616
0.103760,0.405800,0.622732E-01
0.104370,0.408187,0.215344
0.104980,0.410574,-0.152843
0.105591,0.412961,0.403491E-01
0.106201,0.415348,0.119412
0.106812,0.417736,0.173771
0.107422,0.420123,0.437969E-01
0.108032,0.422510,0.281895E-01
0.108643,0.424897,0.414023
0.109253,0.427284,0.178937
0.109863,0.429671,0.130429
0.110474,0.432058,0.286702
0.111084,0.434445,0.714389E-01
0.111694,0.436832,0.299203
0.112305,0.439219,0.201311
0.112915,0.441606,-0.164225
0.113525,0.443993,0.108590
0.114136,0.446380,0.140492
0.114746,0.448767,0.407723E-01
0.115356,0.451154,1.08297
0.115967,0.453541,0.144925
0.116577,0.455929,-0.228761
0.117188,0.458316,-0.393261
0.117798,0.460703,0.903352
0.118408,0.463090,-0.226592
0.119019,0.465477,-0.224364
0.119629,0.467864,0.227688E-01
0.120239,0.470251,1.01474
0.120850,0.472638,0.415793
0.121460,0.475025,-0.656762
0.122070,0.477412,-0.542818E-02
0.122681,0.479799,0.337144
0.123291,0.482186,0.263922
0.123901,0.484573,0.967773E-01
0.124512,0.486960,-0.643311E-01
0.125122,0.489347,-0.850127E-01
0.125732,0.491734,0.708740
0.126343,0.494121,0.361815
0.126953,0.496509,-0.140407
0.127563,0.498896,0.336146
0.128174,0.501283,-0.184754
0.128784,0.503670,0.698910E-01
0.129395,0.506057,0.155459
