Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  3.990
wind_speed_[m+1s-1]_=_  0.129
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,3.9006775827396192E-004
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.189228E-01,0.790470
0.122070E-02,0.378456E-01,-1.55930
0.183105E-02,0.567684E-01,-0.940144
0.244141E-02,0.756911E-01,0.421341E-01
0.305176E-02,0.946139E-01,0.356273
0.366211E-02,0.113537,0.224277
0.427246E-02,0.132459,-0.353665
0.488281E-02,0.151382,-0.162291E-01
0.549316E-02,0.170305,-0.422904E-01
0.610352E-02,0.189228,0.148518E-01
0.671387E-02,0.208151,-0.493968E-01
0.732422E-02,0.227073,-0.156682
0.793457E-02,0.245996,0.359795E-01
0.854492E-02,0.264919,-0.485810E-01
0.915527E-02,0.283842,-0.683141
0.976562E-02,0.302765,-0.281308
0.103760E-01,0.321687,-0.439064
0.109863E-01,0.340610,-0.544524E-01
0.115967E-01,0.359533,0.422159
0.122070E-01,0.378456,-0.148891E-01
0.128174E-01,0.397378,-0.248988
0.134277E-01,0.416301,-0.629860E-01
0.140381E-01,0.435224,-0.616028
0.146484E-01,0.454147,-0.323339
0.152588E-01,0.473070,-0.354233
0.158691E-01,0.491992,0.258324
0.164795E-01,0.510915,-0.315259E-01
0.170898E-01,0.529838,-0.544291
0.177002E-01,0.548761,1.06372
0.183105E-01,0.567684,-0.451751
0.189209E-01,0.586606,-0.114218
0.195312E-01,0.605529,-0.169718E-01
0.201416E-01,0.624452,-0.421087
0.207520E-01,0.643375,0.147781
0.213623E-01,0.662297,-0.200255
0.219727E-01,0.681220,0.500771
0.225830E-01,0.700143,-0.243937
0.231934E-01,0.719066,-0.416752
0.238037E-01,0.737989,0.323416
0.244141E-01,0.756911,0.361370
0.250244E-01,0.775834,0.419287
0.256348E-01,0.794757,0.281887
0.262451E-01,0.813680,0.604839
0.268555E-01,0.832603,0.732198
0.274658E-01,0.851525,0.107884
0.280762E-01,0.870448,-0.533444
0.286865E-01,0.889371,-0.400000E-01
0.292969E-01,0.908294,-0.430166
0.299072E-01,0.927216,-0.995475E-01
0.305176E-01,0.946139,-0.753828E-01
0.311279E-01,0.965062,0.114121
0.317383E-01,0.983985,-0.886640
0.323486E-01,1.00291,-0.357399
0.329590E-01,1.02183,-0.576182
0.335693E-01,1.04075,0.269417
0.341797E-01,1.05968,0.567052
0.347900E-01,1.07860,0.407787
0.354004E-01,1.09752,1.38761
0.360107E-01,1.11644,-0.831135E-01
0.366211E-01,1.13537,-0.139024
0.372314E-01,1.15429,0.375357E-01
0.378418E-01,1.17321,-0.144119
0.384521E-01,1.19214,-0.135330
0.390625E-01,1.21106,0.238735
0.396729E-01,1.22998,-0.770092E-03
0.402832E-01,1.24890,0.640340
0.408936E-01,1.26783,-0.556809
0.415039E-01,1.28675,-0.161373
0.421143E-01,1.30567,-0.261719
0.427246E-01,1.32459,0.151033
0.433350E-01,1.34352,0.274686
0.439453E-01,1.36244,0.135952
0.445557E-01,1.38136,-0.277563E-01
0.451660E-01,1.40029,-0.283927
0.457764E-01,1.41921,0.118737
0.463867E-01,1.43813,-0.581407
0.469971E-01,1.45705,-0.115038
0.476074E-01,1.47598,0.592870
0.482178E-01,1.49490,0.226688
0.488281E-01,1.51382,0.605997
0.494385E-01,1.53275,0.407353
0.500488E-01,1.55167,-0.939308
0.506592E-01,1.57059,-0.231448
0.512695E-01,1.58951,-0.320406
0.518799E-01,1.60844,-0.910669E-01
0.524902E-01,1.62736,-0.663466
0.531006E-01,1.64628,-0.213316
0.537109E-01,1.66521,0.475548
0.543213E-01,1.68413,-0.824999
0.549316E-01,1.70305,-0.901682E-01
0.555420E-01,1.72197,1.52697
0.561523E-01,1.74090,0.218060E-01
0.567627E-01,1.75982,0.982664
0.573730E-01,1.77874,0.159193
0.579834E-01,1.79766,1.35741
0.585938E-01,1.81659,-1.24363
0.592041E-01,1.83551,0.286224
0.598145E-01,1.85443,0.786774E-01
0.604248E-01,1.87336,0.342244
0.610352E-01,1.89228,0.353700
0.616455E-01,1.91120,0.639049
0.622559E-01,1.93012,-0.715388E-01
0.628662E-01,1.94905,0.258957
0.634766E-01,1.96797,-2.62915
0.640869E-01,1.98689,0.739723
0.646973E-01,2.00582,-1.02271
0.653076E-01,2.02474,1.43058
0.659180E-01,2.04366,-0.158566
0.665283E-01,2.06258,0.812543
0.671387E-01,2.08151,0.379559
0.677490E-01,2.10043,-0.145330E-01
0.683594E-01,2.11935,-1.04315
0.689697E-01,2.13827,1.03019
0.695801E-01,2.15720,0.392389
0.701904E-01,2.17612,-0.122419
0.708008E-01,2.19504,-0.188539
0.714111E-01,2.21397,0.267741
0.720215E-01,2.23289,0.173544
0.726318E-01,2.25181,0.249744
0.732422E-01,2.27073,0.193478
0.738525E-01,2.28966,-0.348213
0.744629E-01,2.30858,2.59804
0.750732E-01,2.32750,2.32307
0.756836E-01,2.34643,1.61485
0.762939E-01,2.36535,0.750810
0.769043E-01,2.38427,0.659923
0.775146E-01,2.40319,4.15344
0.781250E-01,2.42212,-0.146034
0.787354E-01,2.44104,-0.692290
0.793457E-01,2.45996,-0.203655
0.799561E-01,2.47888,-0.706345
0.805664E-01,2.49781,0.119007
0.811768E-01,2.51673,2.05446
0.817871E-01,2.53565,0.879490E-01
0.823975E-01,2.55458,-0.669446E-01
0.830078E-01,2.57350,2.21409
0.836182E-01,2.59242,0.245744E-01
0.842285E-01,2.61134,-0.513045
0.848389E-01,2.63027,0.364655
0.854492E-01,2.64919,-0.186793
0.860596E-01,2.66811,1.63059
0.866699E-01,2.68704,-0.791565E-01
0.872803E-01,2.70596,-0.261648
0.878906E-01,2.72488,0.810620
0.885010E-01,2.74380,-0.669542
0.891113E-01,2.76273,0.452246
0.897217E-01,2.78165,0.556622
0.903320E-01,2.80057,-0.308095
0.909424E-01,2.81950,0.793326E-01
0.915527E-01,2.83842,0.337968
0.921631E-01,2.85734,0.651671
0.927734E-01,2.87626,-1.06904
0.933838E-01,2.89519,0.573604
0.939941E-01,2.91411,1.54480
0.946045E-01,2.93303,2.77799
0.952148E-01,2.95195,-0.195221
0.958252E-01,2.97088,0.209529
0.964355E-01,2.98980,0.730499
0.970459E-01,3.00872,2.48029
0.976562E-01,3.02765,1.72616
0.982666E-01,3.04657,1.89860
0.988770E-01,3.06549,1.27919
0.994873E-01,3.08441,-0.647055
0.100098,3.10334,0.152886E-01
0.100708,3.12226,1.58316
0.101318,3.14118,-0.834607
0.101929,3.16011,0.130723
0.102539,3.17903,1.09636
0.103149,3.19795,2.73655
0.103760,3.21687,0.686577
0.104370,3.23580,-0.155760
0.104980,3.25472,-0.275216
0.105591,3.27364,1.03790
0.106201,3.29256,0.765453
0.106812,3.31149,1.27922
0.107422,3.33041,-0.186261
0.108032,3.34933,-0.800455
0.108643,3.36826,0.723104
0.109253,3.38718,0.959877
0.109863,3.40610,1.80593
0.110474,3.42502,1.20919
0.111084,3.44395,0.738373
0.111694,3.46287,0.145978
0.112305,3.48179,1.01250
0.112915,3.50072,0.537168E-02
0.113525,3.51964,-0.932040
0.114136,3.53856,0.108205
0.114746,3.55748,0.639555
0.115356,3.57641,-0.954782E-02
0.115967,3.59533,1.59373
0.116577,3.61425,0.112698
0.117188,3.63317,0.274620
0.117798,3.65210,0.683048
0.118408,3.67102,0.602001
0.119019,3.68994,1.34881
0.119629,3.70887,-0.835937E-02
0.120239,3.72779,0.520997
0.120850,3.74671,-0.112505
0.121460,3.76563,0.750727
0.122070,3.78456,1.02669
0.122681,3.80348,0.388306
0.123291,3.82240,-0.109844
0.123901,3.84133,0.181983E-01
0.124512,3.86025,-0.145601
0.125122,3.87917,0.393846
0.125732,3.89809,2.95441
0.126343,3.91702,0.469646
0.126953,3.93594,-0.405451
0.127563,3.95486,0.320080
0.128174,3.97378,1.32033
0.128784,3.99271,-2.43899
0.129395,4.01163,-0.841242E-01
0.130005,4.03055,4.87723
0.130615,4.04948,0.345454
0.131226,4.06840,1.15438
0.131836,4.08732,0.187094
0.132446,4.10624,0.526008E-01
0.133057,4.12517,-0.401755
0.133667,4.14409,1.33563
0.134277,4.16301,0.715609
0.134888,4.18194,0.589777
0.135498,4.20086,0.331061
0.136108,4.21978,-0.213290
0.136719,4.23870,-0.101647
0.137329,4.25763,-0.418646
0.137939,4.27655,0.700057
0.138550,4.29547,0.226727
0.139160,4.31440,-0.131945
0.139771,4.33332,0.244146
0.140381,4.35224,0.299011
0.140991,4.37116,0.865496
0.141602,4.39009,0.246145
0.142212,4.40901,0.126908
0.142822,4.42793,-0.254682E-01
0.143433,4.44685,1.10707
0.144043,4.46578,0.480076E-01
0.144653,4.48470,0.131032
0.145264,4.50362,0.284436
0.145874,4.52255,0.262644
0.146484,4.54147,0.384989
0.147095,4.56039,-1.36407
0.147705,4.57931,0.898572
0.148315,4.59824,1.73010
0.148926,4.61716,1.01706
0.149536,4.63608,0.948390
0.150146,4.65501,0.392426
0.150757,4.67393,3.26464
0.151367,4.69285,0.420824
0.151978,4.71177,1.05980
0.152588,4.73070,0.179137
0.153198,4.74962,-0.888040E-01
0.153809,4.76854,1.90742
0.154419,4.78746,2.50224
0.155029,4.80639,3.06878
0.155640,4.82531,0.328398
0.156250,4.84423,1.08603
0.156860,4.86316,1.53201
0.157471,4.88208,1.84807
0.158081,4.90100,-0.853413
0.158691,4.91992,-0.150611
0.159302,4.93885,0.177892
0.159912,4.95777,-0.605830
0.160522,4.97669,2.57121
0.161133,4.99562,1.24314
0.161743,5.01454,0.514122
0.162354,5.03346,-0.752794E-01
0.162964,5.05238,0.359524
0.163574,5.07131,2.06726
0.164185,5.09023,-0.615315
0.164795,5.10915,0.797359
0.165405,5.12807,0.346350
0.166016,5.14700,0.221599
0.166626,5.16592,0.806198E-01
0.167236,5.18484,5.18807
0.167847,5.20377,-0.814530E-03
0.168457,5.22269,4.41549
0.169067,5.24161,0.431638E-01
0.169678,5.26053,0.716105E-01
0.170288,5.27946,1.36882
0.170898,5.29838,-0.202708
0.171509,5.31730,0.307053
0.172119,5.33623,-0.930795
0.172729,5.35515,-0.521023E-01
0.173340,5.37407,-0.396191
0.173950,5.39299,0.948922
0.174561,5.41192,-0.277047E-01
0.175171,5.43084,0.403870
0.175781,5.44976,-0.294958
0.176392,5.46868,-0.123391
0.177002,5.48761,-0.781463E-01
0.177612,5.50653,0.962102
0.178223,5.52545,0.675437
0.178833,5.54438,1.90413
0.179443,5.56330,1.14552
0.180054,5.58222,1.34157
0.180664,5.60114,0.452247
0.181274,5.62007,-0.111059
0.181885,5.63899,0.196679
0.182495,5.65791,0.595573
0.183105,5.67684,1.56947
0.183716,5.69576,-0.455226
0.184326,5.71468,0.797598
0.184937,5.73360,2.59884
0.185547,5.75253,0.606930
0.186157,5.77145,-0.240073
0.186768,5.79037,-0.784446E-01
0.187378,5.80930,1.30800
0.187988,5.82822,1.26948
0.188599,5.84714,0.137165
0.189209,5.86606,-0.896789
