Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  3.990
wind_speed_[m+1s-1]_=_  0.230
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,1.5188559189299258E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.105664E-01,0.363233
0.122070E-02,0.211328E-01,-0.141100E-01
0.183105E-02,0.316992E-01,0.580749E-01
0.244141E-02,0.422657E-01,0.984080E-01
0.305176E-02,0.528321E-01,0.981878E-01
0.366211E-02,0.633985E-01,0.221490
0.427246E-02,0.739649E-01,-0.604235E-01
0.488281E-02,0.845313E-01,0.590710E-01
0.549316E-02,0.950977E-01,1.13960
0.610352E-02,0.105664,1.03526
0.671387E-02,0.116231,0.198849E-02
0.732422E-02,0.126797,0.662515
0.793457E-02,0.137363,0.102047E-01
0.854492E-02,0.147930,-0.117483
0.915527E-02,0.158496,0.103727
0.976562E-02,0.169063,0.157768
0.103760E-01,0.179629,1.48519
0.109863E-01,0.190195,0.650862
0.115967E-01,0.200762,0.299689E-01
0.122070E-01,0.211328,0.306524
0.128174E-01,0.221895,0.990964E-01
0.134277E-01,0.232461,0.355266
0.140381E-01,0.243028,0.148777
0.146484E-01,0.253594,0.213113
0.152588E-01,0.264160,0.221443
0.158691E-01,0.274727,-0.184640E-01
0.164795E-01,0.285293,0.243649
0.170898E-01,0.295860,-0.744286E-01
0.177002E-01,0.306426,-0.197963
0.183105E-01,0.316992,0.375222
0.189209E-01,0.327559,0.113236
0.195312E-01,0.338125,0.171461
0.201416E-01,0.348692,-0.158610
0.207520E-01,0.359258,0.540044E-01
0.213623E-01,0.369825,0.393479E-01
0.219727E-01,0.380391,0.121163
0.225830E-01,0.390957,0.721403E-01
0.231934E-01,0.401524,-0.474346
0.238037E-01,0.412090,-0.143636E-01
0.244141E-01,0.422657,0.670326
0.250244E-01,0.433223,0.768115E-01
0.256348E-01,0.443789,-0.248607
0.262451E-01,0.454356,0.177266E-01
0.268555E-01,0.464922,0.182756
0.274658E-01,0.475489,0.322204E-01
0.280762E-01,0.486055,0.169887
0.286865E-01,0.496622,0.527127
0.292969E-01,0.507188,1.02698
0.299072E-01,0.517754,0.666658
0.305176E-01,0.528321,0.165017
0.311279E-01,0.538887,-0.262385E-01
0.317383E-01,0.549454,-0.213952E-01
0.323486E-01,0.560020,0.522384
0.329590E-01,0.570586,0.264963
0.335693E-01,0.581153,0.408874
0.341797E-01,0.591719,-0.606083E-01
0.347900E-01,0.602286,-0.616859E-01
0.354004E-01,0.612852,1.95102
0.360107E-01,0.623419,-0.212212
0.366211E-01,0.633985,-0.541370E-01
0.372314E-01,0.644551,0.477491E-01
0.378418E-01,0.655118,-0.262259
0.384521E-01,0.665684,0.261830E-01
0.390625E-01,0.676251,-0.393713
0.396729E-01,0.686817,0.390017E-01
0.402832E-01,0.697383,0.374605
0.408936E-01,0.707950,0.512965E-01
0.415039E-01,0.718516,0.159476
0.421143E-01,0.729083,0.797512
0.427246E-01,0.739649,0.994617E-02
0.433350E-01,0.750215,0.523277E-01
0.439453E-01,0.760782,0.212208
0.445557E-01,0.771348,0.352493
0.451660E-01,0.781915,0.105337
0.457764E-01,0.792481,-0.360611
0.463867E-01,0.803048,0.710051E-01
0.469971E-01,0.813614,-0.128952
0.476074E-01,0.824180,0.848650
0.482178E-01,0.834747,-0.434364
0.488281E-01,0.845313,-0.213657
0.494385E-01,0.855880,0.995290
0.500488E-01,0.866446,-0.972357E-01
0.506592E-01,0.877012,-0.376917E-01
0.512695E-01,0.887579,-0.626951E-02
0.518799E-01,0.898145,0.636356E-01
0.524902E-01,0.908712,-0.382910E-01
0.531006E-01,0.919278,-0.153546E-01
0.537109E-01,0.929845,-1.26099
0.543213E-01,0.940411,0.549302
0.549316E-01,0.950977,-0.115956
0.555420E-01,0.961544,0.442261
0.561523E-01,0.972110,-0.331195E-02
0.567627E-01,0.982677,0.139548
0.573730E-01,0.993243,0.320241E-01
0.579834E-01,1.00381,1.05396
0.585938E-01,1.01438,0.379753
0.592041E-01,1.02494,-0.422504
0.598145E-01,1.03551,-0.217982E-01
0.604248E-01,1.04608,-0.225161
0.610352E-01,1.05664,-0.384704E-01
0.616455E-01,1.06721,0.132987E-01
0.622559E-01,1.07777,0.943747E-01
0.628662E-01,1.08834,0.161696
0.634766E-01,1.09891,-0.376093E-01
0.640869E-01,1.10947,0.207696
0.646973E-01,1.12004,-0.362206
0.653076E-01,1.13061,0.294182
0.659180E-01,1.14117,-0.193698E-01
0.665283E-01,1.15174,0.545139E-01
0.671387E-01,1.16231,-0.942780E-01
0.677490E-01,1.17287,-0.222811E-01
0.683594E-01,1.18344,0.321230E-01
0.689697E-01,1.19400,-0.504228
0.695801E-01,1.20457,0.220754
0.701904E-01,1.21514,-1.19872
0.708008E-01,1.22570,-0.209294
0.714111E-01,1.23627,-0.480150E-01
0.720215E-01,1.24684,0.302342
0.726318E-01,1.25740,-0.766623E-01
0.732422E-01,1.26797,-0.264736
0.738525E-01,1.27854,0.193760
0.744629E-01,1.28910,0.216871E-01
0.750732E-01,1.29967,0.206327
0.756836E-01,1.31024,-0.432344
0.762939E-01,1.32080,-0.382743
0.769043E-01,1.33137,-0.254841
0.775146E-01,1.34193,-0.129170
0.781250E-01,1.35250,-0.406360
0.787354E-01,1.36307,0.147530E-01
0.793457E-01,1.37363,0.209671
0.799561E-01,1.38420,-0.670703
0.805664E-01,1.39477,-0.162560
0.811768E-01,1.40533,0.340932
0.817871E-01,1.41590,-0.159630
0.823975E-01,1.42647,-0.971757E-02
0.830078E-01,1.43703,-0.521204
0.836182E-01,1.44760,-0.569193
0.842285E-01,1.45817,0.112857
0.848389E-01,1.46873,-0.111177
0.854492E-01,1.47930,0.135204E-01
0.860596E-01,1.48986,-0.826416E-02
0.866699E-01,1.50043,-0.396951
0.872803E-01,1.51100,0.286865E-01
0.878906E-01,1.52156,-0.803932E-01
0.885010E-01,1.53213,0.529377
0.891113E-01,1.54270,-0.525603
0.897217E-01,1.55326,-0.110744
0.903320E-01,1.56383,-0.355505E-01
0.909424E-01,1.57440,-0.193747
0.915527E-01,1.58496,-0.169572
0.921631E-01,1.59553,0.365933
0.927734E-01,1.60610,-0.343121E-01
0.933838E-01,1.61666,0.353893
0.939941E-01,1.62723,-0.643554E-01
0.946045E-01,1.63779,0.482163E-01
0.952148E-01,1.64836,0.297256
