Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  3.990
wind_speed_[m+1s-1]_=_  0.149
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,-7.4042667452916999E-005
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.163841E-01,0.296575
0.122070E-02,0.327682E-01,0.819696
0.183105E-02,0.491523E-01,-0.462412
0.244141E-02,0.655364E-01,10.1796
0.305176E-02,0.819205E-01,2.39463
0.366211E-02,0.983046E-01,-1.05930
0.427246E-02,0.114689,2.87415
0.488281E-02,0.131073,2.76038
0.549316E-02,0.147457,0.367564
0.610352E-02,0.163841,0.487859
0.671387E-02,0.180225,0.711692
0.732422E-02,0.196609,0.680118E-01
0.793457E-02,0.212993,1.59365
0.854492E-02,0.229377,2.15177
0.915527E-02,0.245762,-1.52368
0.976562E-02,0.262146,0.402890
0.103760E-01,0.278530,-1.55824
0.109863E-01,0.294914,1.17585
0.115967E-01,0.311298,-0.387175
0.122070E-01,0.327682,0.219153
0.128174E-01,0.344066,-2.24898
0.134277E-01,0.360450,-3.38661
0.140381E-01,0.376834,-1.13711
0.146484E-01,0.393219,0.122783
0.152588E-01,0.409603,-0.553110
0.158691E-01,0.425987,-0.567162E-01
0.164795E-01,0.442371,2.56262
0.170898E-01,0.458755,-0.686698E-01
0.177002E-01,0.475139,-4.16685
0.183105E-01,0.491523,0.220752
0.189209E-01,0.507907,0.378910
0.195312E-01,0.524291,0.612562
0.201416E-01,0.540676,-2.43297
0.207520E-01,0.557060,0.200526
0.213623E-01,0.573444,0.759680
0.219727E-01,0.589828,2.93562
0.225830E-01,0.606212,1.07449
0.231934E-01,0.622596,-0.157537
0.238037E-01,0.638980,0.259782
0.244141E-01,0.655364,-0.780661
0.250244E-01,0.671748,2.16064
0.256348E-01,0.688132,-0.388556
0.262451E-01,0.704517,-4.29525
0.268555E-01,0.720901,-0.705673
0.274658E-01,0.737285,-0.965240
0.280762E-01,0.753669,-4.01738
0.286865E-01,0.770053,-10.9369
0.292969E-01,0.786437,-1.02920
0.299072E-01,0.802821,0.152897
0.305176E-01,0.819205,0.672627
0.311279E-01,0.835589,-0.836388
0.317383E-01,0.851974,-0.694323E-01
0.323486E-01,0.868358,2.01778
0.329590E-01,0.884742,-3.25228
0.335693E-01,0.901126,0.566440
0.341797E-01,0.917510,2.91994
0.347900E-01,0.933894,-0.808048E-01
0.354004E-01,0.950278,0.258207
0.360107E-01,0.966662,1.77035
0.366211E-01,0.983046,-1.03435
0.372314E-01,0.999431,1.20614
0.378418E-01,1.01581,-8.01284
0.384521E-01,1.03220,0.411767
0.390625E-01,1.04858,3.34617
0.396729E-01,1.06497,-0.549110
0.402832E-01,1.08135,5.09271
0.408936E-01,1.09774,0.536690
0.415039E-01,1.11412,0.751956
0.421143E-01,1.13050,-4.20905
0.427246E-01,1.14689,-1.57074
0.433350E-01,1.16327,0.549779
0.439453E-01,1.17966,0.210914
0.445557E-01,1.19604,-0.301819
0.451660E-01,1.21242,-0.507546
0.457764E-01,1.22881,-7.69069
0.463867E-01,1.24519,-6.95783
0.469971E-01,1.26158,-5.30282
0.476074E-01,1.27796,-0.543710E-01
0.482178E-01,1.29434,-5.71571
0.488281E-01,1.31073,-0.179849
0.494385E-01,1.32711,0.837600
0.500488E-01,1.34350,0.416890
0.506592E-01,1.35988,0.717185
0.512695E-01,1.37626,-0.498247
0.518799E-01,1.39265,2.77371
0.524902E-01,1.40903,-8.49345
0.531006E-01,1.42542,4.09541
0.537109E-01,1.44180,2.65658
0.543213E-01,1.45819,-0.479946
0.549316E-01,1.47457,-3.90900
0.555420E-01,1.49095,-1.32068
0.561523E-01,1.50734,0.356736
0.567627E-01,1.52372,-1.39040
0.573730E-01,1.54011,-0.249096
0.579834E-01,1.55649,-0.290204
0.585938E-01,1.57287,-3.73094
0.592041E-01,1.58926,1.02744
0.598145E-01,1.60564,1.11152
0.604248E-01,1.62203,-6.67716
0.610352E-01,1.63841,1.23735
0.616455E-01,1.65479,0.643232
0.622559E-01,1.67118,-0.255485
0.628662E-01,1.68756,-0.599876
0.634766E-01,1.70395,0.347121
0.640869E-01,1.72033,-0.924921
0.646973E-01,1.73672,-0.433035
0.653076E-01,1.75310,-4.47115
0.659180E-01,1.76948,-2.12957
0.665283E-01,1.78587,-0.839451
0.671387E-01,1.80225,-6.54312
0.677490E-01,1.81864,-1.46290
0.683594E-01,1.83502,-0.488453
0.689697E-01,1.85140,-0.460067E-01
0.695801E-01,1.86779,1.61684
0.701904E-01,1.88417,-1.04808
0.708008E-01,1.90056,0.171190E-01
0.714111E-01,1.91694,-5.43609
0.720215E-01,1.93332,0.568445
0.726318E-01,1.94971,-2.09015
0.732422E-01,1.96609,-0.453157
0.738525E-01,1.98248,1.81948
0.744629E-01,1.99886,-0.908540
0.750732E-01,2.01525,-8.22080
0.756836E-01,2.03163,2.27476
0.762939E-01,2.04801,0.882605
0.769043E-01,2.06440,-0.370557
0.775146E-01,2.08078,-0.302385
0.781250E-01,2.09717,0.427756
0.787354E-01,2.11355,1.14094
0.793457E-01,2.12993,1.12326
0.799561E-01,2.14632,-1.47476
0.805664E-01,2.16270,-1.21703
0.811768E-01,2.17909,0.407651
0.817871E-01,2.19547,-0.291376
0.823975E-01,2.21185,-7.97005
0.830078E-01,2.22824,0.180062
0.836182E-01,2.24462,2.23592
0.842285E-01,2.26101,-3.24384
0.848389E-01,2.27739,-3.70059
0.854492E-01,2.29377,0.217275
0.860596E-01,2.31016,-1.19621
0.866699E-01,2.32654,-2.07079
0.872803E-01,2.34293,1.31461
0.878906E-01,2.35931,-0.875153
0.885010E-01,2.37570,0.161159
0.891113E-01,2.39208,0.690665
0.897217E-01,2.40846,-2.84490
0.903320E-01,2.42485,-0.994800
0.909424E-01,2.44123,-6.51166
0.915527E-01,2.45762,-0.265680
0.921631E-01,2.47400,-0.833351
0.927734E-01,2.49038,-2.86734
0.933838E-01,2.50677,-4.35418
0.939941E-01,2.52315,-0.739110
0.946045E-01,2.53954,-0.631652
0.952148E-01,2.55592,0.236957
0.958252E-01,2.57230,-1.28039
0.964355E-01,2.58869,-0.667537
0.970459E-01,2.60507,1.96648
0.976562E-01,2.62146,1.23740
0.982666E-01,2.63784,-0.952317
0.988770E-01,2.65423,-4.69270
0.994873E-01,2.67061,0.417686
0.100098,2.68699,-2.57322
0.100708,2.70338,3.66099
0.101318,2.71976,-4.02442
0.101929,2.73615,-1.31547
0.102539,2.75253,-3.97270
0.103149,2.76891,0.539688
0.103760,2.78530,-3.81603
0.104370,2.80168,-0.940639
0.104980,2.81807,1.35152
0.105591,2.83445,-7.13130
0.106201,2.85083,1.54592
0.106812,2.86722,-2.93643
0.107422,2.88360,-2.72474
0.108032,2.89999,-0.414881
0.108643,2.91637,-2.39766
0.109253,2.93276,-2.73412
0.109863,2.94914,0.114743
0.110474,2.96552,-1.21663
0.111084,2.98191,-1.11310
0.111694,2.99829,-0.722165
0.112305,3.01468,0.560270
