Full_(co)spectra
----------------
natural_frequency_[Hz]_->_from_[1/_averaging_interval]_to_[acquisition_frequency_/_2]
normalized_frequency_[#]->_natural_frequency_*_measuring_height_/_wind_speed
y-axis_->_natural_frequency_*_(co)spectrum_/_(co)variance
acquisition_frequency_[Hz]_=_ 10.000
measuring_height_(z-d)_[m]_=_  3.990
wind_speed_[m+1s-1]_=_  1.424
averaging_interval_[min]_=_     30
tapering_window_=_SQUARED_(no_tapering_forced_by_EddyPro._Tapering_is_only_applied_for_binned_(co)spectra)
,,cov(w_ts)
,,1.9854775922969678E-003
natural_frequency,normalized_frequency,f_nat*cospec(w_ts)
0.610352E-03,0.170997E-02,-0.122466
0.122070E-02,0.341994E-02,0.411530E-01
0.183105E-02,0.512992E-02,0.193471
0.244141E-02,0.683989E-02,0.361197E-01
0.305176E-02,0.854986E-02,1.49647
0.366211E-02,0.102598E-01,-0.499399E-01
0.427246E-02,0.119698E-01,0.202910E-01
0.488281E-02,0.136798E-01,0.185828
0.549316E-02,0.153898E-01,-0.188349
0.610352E-02,0.170997E-01,0.109516E-01
0.671387E-02,0.188097E-01,-0.264743E-01
0.732422E-02,0.205197E-01,0.628597E-01
0.793457E-02,0.222296E-01,-0.413860
0.854492E-02,0.239396E-01,-0.596012
0.915527E-02,0.256496E-01,0.278368
0.976562E-02,0.273596E-01,0.630400
0.103760E-01,0.290695E-01,-0.474446E-01
0.109863E-01,0.307795E-01,0.397220
0.115967E-01,0.324895E-01,0.491208
0.122070E-01,0.341994E-01,0.564911
0.128174E-01,0.359094E-01,0.187014
0.134277E-01,0.376194E-01,-0.294723E-01
0.140381E-01,0.393294E-01,-0.195361E-01
0.146484E-01,0.410393E-01,-0.247806
0.152588E-01,0.427493E-01,-0.158302
0.158691E-01,0.444593E-01,0.656927
0.164795E-01,0.461693E-01,-0.261048
0.170898E-01,0.478792E-01,-0.833636E-01
0.177002E-01,0.495892E-01,0.176682
0.183105E-01,0.512992E-01,-0.806826
0.189209E-01,0.530091E-01,0.102344
0.195312E-01,0.547191E-01,-0.364991
0.201416E-01,0.564291E-01,0.402682
0.207520E-01,0.581391E-01,0.382044
0.213623E-01,0.598490E-01,-0.235244
0.219727E-01,0.615590E-01,0.490383
0.225830E-01,0.632690E-01,0.778086E-01
0.231934E-01,0.649789E-01,-0.392337
0.238037E-01,0.666889E-01,0.134060E-02
0.244141E-01,0.683989E-01,0.386879
0.250244E-01,0.701089E-01,0.380368
0.256348E-01,0.718188E-01,0.162749
0.262451E-01,0.735288E-01,0.233726
0.268555E-01,0.752388E-01,2.68997
0.274658E-01,0.769488E-01,0.412438
0.280762E-01,0.786587E-01,0.312631E-02
0.286865E-01,0.803687E-01,0.467367E-01
0.292969E-01,0.820787E-01,0.408016
0.299072E-01,0.837886E-01,-0.308357
0.305176E-01,0.854986E-01,0.230470
0.311279E-01,0.872086E-01,0.459820
0.317383E-01,0.889186E-01,0.539373
0.323486E-01,0.906285E-01,-0.265056E-01
0.329590E-01,0.923385E-01,-0.448860
0.335693E-01,0.940485E-01,0.856092
0.341797E-01,0.957584E-01,-0.999805E-01
0.347900E-01,0.974684E-01,-0.143520
0.354004E-01,0.991784E-01,1.48335
0.360107E-01,0.100888,0.308242E-01
0.366211E-01,0.102598,2.23915
0.372314E-01,0.104308,-0.179289
0.378418E-01,0.106018,-0.859922E-01
0.384521E-01,0.107728,-0.837035E-01
0.390625E-01,0.109438,-0.678867
0.396729E-01,0.111148,0.359613
0.402832E-01,0.112858,2.29865
0.408936E-01,0.114568,-0.126743
0.415039E-01,0.116278,-0.237336E-01
0.421143E-01,0.117988,0.316497E-01
0.427246E-01,0.119698,0.424267
0.433350E-01,0.121408,0.445695E-01
0.439453E-01,0.123118,-1.66946
0.445557E-01,0.124828,-0.966754
0.451660E-01,0.126538,-0.139211
0.457764E-01,0.128248,0.344790
0.463867E-01,0.129958,0.150113
0.469971E-01,0.131668,-1.09393
0.476074E-01,0.133378,-0.612212E-01
0.482178E-01,0.135088,-0.250332
0.488281E-01,0.136798,-0.187275
0.494385E-01,0.138508,0.509696E-01
0.500488E-01,0.140218,-0.246526
0.506592E-01,0.141928,0.375259
0.512695E-01,0.143638,0.364170
0.518799E-01,0.145348,0.792064
0.524902E-01,0.147058,-0.391542E-01
0.531006E-01,0.148768,0.512508
0.537109E-01,0.150478,-0.109744
0.543213E-01,0.152188,0.171794
0.549316E-01,0.153898,0.470839
0.555420E-01,0.155607,1.05233
0.561523E-01,0.157317,0.768107
0.567627E-01,0.159027,0.305582
0.573730E-01,0.160737,-0.248942
0.579834E-01,0.162447,0.506538E-01
0.585938E-01,0.164157,0.833202
0.592041E-01,0.165867,1.07921
0.598145E-01,0.167577,1.39677
0.604248E-01,0.169287,0.526276
0.610352E-01,0.170997,0.426233E-01
0.616455E-01,0.172707,0.679779
0.622559E-01,0.174417,0.135690
0.628662E-01,0.176127,0.934823
0.634766E-01,0.177837,-0.366703
0.640869E-01,0.179547,0.746291
0.646973E-01,0.181257,0.540125
0.653076E-01,0.182967,0.139593
0.659180E-01,0.184677,0.366869
0.665283E-01,0.186387,-0.190453
0.671387E-01,0.188097,0.365895
0.677490E-01,0.189807,0.451906
0.683594E-01,0.191517,0.143651
0.689697E-01,0.193227,-0.183055
0.695801E-01,0.194937,0.218199
0.701904E-01,0.196647,-0.205526
0.708008E-01,0.198357,-0.238091
0.714111E-01,0.200067,-0.281198
0.720215E-01,0.201777,0.327529
0.726318E-01,0.203487,0.224038
0.732422E-01,0.205197,0.198247E-01
0.738525E-01,0.206907,-0.436069
0.744629E-01,0.208617,-0.166427E-01
0.750732E-01,0.210327,-0.904092E-01
0.756836E-01,0.212037,-0.507972
0.762939E-01,0.213747,-0.571085
0.769043E-01,0.215457,-0.322529
0.775146E-01,0.217166,-0.617121
0.781250E-01,0.218876,0.519339
0.787354E-01,0.220586,0.211650
0.793457E-01,0.222296,-0.316854
0.799561E-01,0.224006,0.836000
0.805664E-01,0.225716,2.06119
0.811768E-01,0.227426,-0.134133
0.817871E-01,0.229136,0.174724E-01
0.823975E-01,0.230846,-0.626434
0.830078E-01,0.232556,0.328920
0.836182E-01,0.234266,1.50780
0.842285E-01,0.235976,0.140344
0.848389E-01,0.237686,0.138946
0.854492E-01,0.239396,0.476353E-01
0.860596E-01,0.241106,0.492294
0.866699E-01,0.242816,0.858460
0.872803E-01,0.244526,0.174375
0.878906E-01,0.246236,0.614981
0.885010E-01,0.247946,0.478603
0.891113E-01,0.249656,0.578135
0.897217E-01,0.251366,-0.155574
0.903320E-01,0.253076,0.595083
0.909424E-01,0.254786,0.273671E-01
0.915527E-01,0.256496,1.02243
0.921631E-01,0.258206,-0.297525
0.927734E-01,0.259916,0.903029
0.933838E-01,0.261626,-0.101623
0.939941E-01,0.263336,0.439961
0.946045E-01,0.265046,0.937219E-01
0.952148E-01,0.266756,0.488466E-01
0.958252E-01,0.268466,0.442462
0.964355E-01,0.270176,0.721746E-01
0.970459E-01,0.271886,0.819816
0.976562E-01,0.273596,0.496141
0.982666E-01,0.275306,0.127824
