,ST (K),SST (K),AT (K),SWH (m),SDLR (W/m2),SDSR (W/m2),SNLR (W/m2),SNSR (W/m2),LE (W/m2),H (W/m2)
2022-02-01 00:00:00,301.04947,302.6941,299.5517,0.48246908,-406.7143,-5.788025,55.654858,-5.2191467,73.62984,8.298157
2022-02-01 01:00:00,302.13855,302.6941,299.63434,0.49069,-409.237,-123.34247,57.248425,-109.99277,91.20363,12.634323
2022-02-01 02:00:00,303.03687,302.6941,301.05075,0.5067128,-412.23184,-361.8711,59.95716,-330.5252,134.97702,27.877884
2022-02-01 03:00:00,304.2458,302.6941,301.82132,0.5315325,-419.2099,-534.25757,57.967674,-494.44397,162.83942,39.392944
2022-02-01 04:00:00,305.0977,302.6941,302.1998,0.5653584,-418.9173,-734.86914,64.5993,-684.5054,185.32889,52.607468
2022-02-01 05:00:00,305.94897,302.6941,302.86298,0.58394706,-426.842,-794.58887,62.02913,-742.36914,187.69838,53.21515
2022-02-01 06:00:00,306.30856,302.6941,302.91296,0.58378994,-428.88776,-799.47656,63.170692,-747.65076,193.46625,53.040054
2022-02-01 07:00:00,305.96313,302.6941,302.84726,0.58614624,-418.93945,-773.1198,76.43393,-722.6801,199.71216,41.143906
2022-02-01 08:00:00,304.76712,302.6941,302.55182,0.59551907,-423.6382,-645.28955,66.60528,-603.31165,198.07013,35.69536
2022-02-01 09:00:00,303.79663,302.6941,302.63654,0.61206555,-423.79556,-481.66086,60.57413,-447.06537,175.6846,28.135376
2022-02-01 10:00:00,303.1999,302.6941,301.80975,0.6277218,-420.27948,-354.7481,59.518353,-324.89978,162.26784,25.74585
2022-02-01 11:00:00,302.41565,302.6941,301.81802,0.7008194,-412.98175,-152.65186,61.953243,-135.8385,127.07869,10.45079
2022-02-01 12:00:00,301.8447,302.6941,301.89487,0.7096163,-414.33902,-10.992676,56.12336,-9.750732,88.63667,2.5612183
2022-02-01 13:00:00,301.5341,302.6941,301.7358,0.7166852,-416.10443,0.0004272461,52.431427,-0.0,73.19336,2.7157135
2022-02-01 14:00:00,301.45416,302.6941,301.04456,0.70254743,-418.26328,0.0004272461,49.15851,-0.0,66.37584,2.7466125
2022-02-01 15:00:00,301.4374,302.6941,300.66525,0.6792462,-425.82407,0.0004272461,41.13128,-0.0,59.059494,4.8580627
2022-02-01 16:00:00,301.24344,302.6941,300.40823,0.65620685,-419.47546,0.0004272461,46.45637,-0.0,58.4879,6.0322266
2022-02-01 17:00:00,301.22348,302.6941,300.0029,0.6362045,-420.7073,0.0004272461,44.55597,-0.0,65.81465,7.711075
2022-02-01 18:00:00,301.1384,302.6941,299.74963,0.62138593,-418.45752,0.0004272461,46.28811,-0.0,68.38161,8.298157
2022-02-01 19:00:00,301.11584,302.6941,299.61328,0.61112297,-421.52362,0.0004272461,44.704437,-0.0,57.63571,5.331848
2022-02-01 20:00:00,300.87097,302.6941,299.21332,0.6015407,-418.7157,0.0004272461,46.736813,-0.0,74.107895,7.319687
2022-02-01 21:00:00,300.7788,302.6941,299.48932,0.5884502,-414.73734,0.0004272461,49.62371,-0.0,83.398834,8.710144
2022-02-01 22:00:00,300.80652,302.75226,299.0815,0.5699663,-423.3407,0.0004272461,40.732063,-0.0,89.04198,10.213898
2022-02-01 23:00:00,300.7395,302.75226,299.02615,0.5562998,-418.1723,0.0004272461,44.36131,-0.0,89.88377,12.212036
2022-02-02 00:00:00,300.97214,302.75226,298.95673,0.54436123,-420.8155,-5.3042603,41.9924,-4.812866,90.86067,13.036026
2022-02-02 01:00:00,301.65073,302.75226,298.66956,0.53477895,-416.99207,-125.96146,48.317184,-112.43045,110.3363,18.330063
2022-02-02 02:00:00,302.4646,302.75226,300.13718,0.5270817,-417.3314,-322.18582,52.675575,-293.78802,139.91347,30.24681
2022-02-02 03:00:00,303.4815,302.75226,301.3123,0.5211648,-425.45526,-489.40106,50.385853,-451.34692,162.09116,40.598007
2022-02-02 04:00:00,304.1491,302.75226,301.9403,0.5160856,-427.43213,-645.52313,54.21306,-601.8428,174.45828,48.18889
2022-02-02 05:00:00,304.8,302.75226,302.99353,0.5121585,-422.25143,-834.8747,66.58548,-781.2158,185.38084,58.931473
2022-02-02 06:00:00,304.89664,302.75226,303.5063,0.5099069,-428.99594,-904.83685,65.77385,-848.22095,190.98242,63.638443
2022-02-02 07:00:00,304.76712,302.75226,303.46744,0.50849307,-429.19754,-865.65204,64.25287,-809.6555,204.56548,65.96617
2022-02-02 08:00:00,304.21548,302.75226,302.95303,0.5095403,-434.6856,-637.8496,55.84292,-594.4047,182.9386,52.432373
2022-02-02 09:00:00,303.83014,302.75226,302.6299,0.51472425,-434.15695,-467.43155,51.243675,-434.47064,149.28755,32.275864
2022-02-02 10:00:00,302.15787,302.75226,300.34586,0.52791953,-429.10165,-285.58664,47.00406,-262.00436,134.45738,14.807571
2022-02-02 11:00:00,301.67648,302.75226,299.74054,0.5458797,-427.292,-95.96814,42.074883,-86.85037,107.083435,8.535049
2022-02-02 12:00:00,301.18286,302.75226,299.8054,0.5602269,-434.1004,-6.371887,32.523376,-5.781708,85.45656,9.575317
2022-02-02 13:00:00,301.0759,302.75226,299.45792,0.5739982,-422.71863,0.0004272461,42.457603,-0.0,77.67253,9.81221
2022-02-02 14:00:00,300.9992,302.75226,299.48477,0.5782919,-423.00385,0.0004272461,41.942913,-0.0,70.68875,10.522888
2022-02-02 15:00:00,300.87354,302.75226,299.65997,0.5773494,-422.53174,0.0004272461,42.34543,-0.0,62.728058,8.926437
2022-02-02 16:00:00,300.84134,302.75226,299.68228,0.5811719,-417.9854,0.0004272461,46.22872,-0.0,62.86316,8.50415
2022-02-02 17:00:00,300.84906,302.75226,299.59344,0.58965456,-415.7258,0.0004272461,48.19841,-0.0,66.68762,9.678314
2022-02-02 18:00:00,300.80203,302.75226,299.54965,0.6000745,-417.4617,0.0004272461,46.340897,-0.0,66.594086,10.255096
2022-02-02 19:00:00,300.77432,302.75226,299.57733,0.6100757,-418.1231,0.0004272461,46.162735,-0.0,68.97398,8.174561
2022-02-02 20:00:00,300.8181,302.75226,299.4509,0.61594033,-416.14133,0.0004272461,47.848682,-0.0,64.04791,7.9891663
2022-02-02 21:00:00,300.75046,302.75226,299.77936,0.622538,-413.385,0.0004272461,49.81507,-0.0,61.25232,7.4020844
2022-02-02 22:00:00,300.61322,302.53323,299.7083,0.63170135,-417.70758,0.0004272461,45.55236,-0.0,59.121857,7.0106964
2022-02-02 23:00:00,300.65057,302.53323,299.6637,0.6501852,-417.0265,0.0004272461,46.050556,-0.0,58.706146,6.8459015
2022-02-03 00:00:00,300.90256,302.53323,299.85788,0.67390525,-414.12018,-5.7546387,48.33698,-5.1566467,57.147263,6.5575104
2022-02-03 01:00:00,301.7203,302.53323,299.99506,0.7015525,-416.0897,-127.16254,50.247284,-113.46179,77.18408,7.7831726
2022-02-03 02:00:00,302.66696,302.53323,300.99042,0.72223556,-419.78772,-311.40958,51.75507,-284.00604,103.21741,13.8909
2022-02-03 03:00:00,303.76825,302.53323,301.67258,0.7331269,-421.99817,-503.31342,55.668053,-465.37927,131.2461,24.818878
2022-02-03 04:00:00,304.89404,302.53323,301.81802,0.7357974,-423.92834,-687.9942,60.524643,-640.8145,170.63382,42.25627
2022-02-03 05:00:00,305.30197,302.53323,302.60843,0.7344359,-425.9126,-807.46704,64.140686,-752.86993,200.68906,57.005432
2022-02-03 06:00:00,305.8014,302.53323,302.78983,0.7305088,-431.14,-780.2762,61.2076,-727.4305,195.3369,53.431442
2022-02-03 07:00:00,304.5912,302.53323,302.89725,0.7228116,-435.89285,-778.6247,57.677334,-729.0556,205.82297,54.48201
2022-02-03 08:00:00,304.5757,302.53323,302.7919,0.7186749,-432.67676,-592.6929,55.06098,-552.30774,170.93521,38.960358
2022-02-03 09:00:00,303.8643,302.53323,302.92245,0.72359693,-428.73038,-515.5576,56.10686,-478.25525,152.59238,32.68785
2022-02-03 10:00:00,302.34732,302.53323,301.86966,0.7263721,-432.95706,-211.90451,45.426987,-195.96808,97.1066,11.243866
2022-02-03 11:00:00,302.1031,302.53323,300.41278,0.7241206,-437.36813,-80.40433,34.588745,-73.255585,79.86537,4.5078735
2022-02-03 12:00:00,301.51282,302.53323,299.72235,0.7175753,-430.781,-5.0039673,34.862587,-4.594116,77.73489,8.905838
2022-02-03 13:00:00,301.28534,302.53323,299.8529,0.7136482,-423.2915,0.0004272461,41.358932,-0.0,72.64255,10.728882
2022-02-03 14:00:00,301.09073,302.53323,299.84302,0.7113966,-418.88535,0.0004272461,45.040966,-0.0,67.07214,9.091232
2022-02-03 15:00:00,301.07977,302.53323,299.80994,0.7171041,-420.80075,0.0004272461,42.70835,-0.0,71.759186,8.359955
2022-02-03 16:00:00,301.0063,302.53323,299.59882,0.73223674,-419.75085,0.0004272461,43.470493,-0.0,73.87926,9.997604
2022-02-03 17:00:00,301.0179,302.53323,299.43063,0.749045,-417.71497,0.0004272461,45.245525,-0.0,65.1703,9.925507
2022-02-03 18:00:00,300.7408,302.53323,299.56412,0.7669005,-413.05307,0.0004272461,49.372963,-0.0,54.16461,8.3702545
2022-02-03 19:00:00,300.6854,302.53323,299.6397,0.788369,-411.9171,0.0004272461,51.187588,-0.0,49.46718,5.4760437
2022-02-03 20:00:00,300.53394,302.53323,299.48932,0.8001505,-409.5837,0.0004272461,52.85704,-0.0,48.49028,5.9395294
2022-02-03 21:00:00,300.3606,302.53323,299.47156,0.8017737,-407.5552,0.0004272461,54.133873,-0.0,47.066498,5.7438354
2022-02-03 22:00:00,300.4083,302.48706,299.60294,0.82832134,-403.99484,0.0004272461,56.720535,-0.0,55.193466,6.5266113
2022-02-03 23:00:00,300.31097,302.48706,299.61948,0.8661792,-404.38333,0.0004272461,55.889107,-0.0,58.23848,6.7841034
2022-02-04 00:00:00,300.63898,302.48706,299.7269,0.8780654,-400.79596,-6.6554565,58.812298,-5.937958,60.27542,7.0003967
2022-02-04 01:00:00,301.71515,302.48706,299.9587,0.8788509,-401.23608,-147.4639,63.30926,-130.9006,81.70485,9.729813
2022-02-04 02:00:00,302.69208,302.48706,300.88174,0.87638986,-403.18835,-373.398,66.991295,-340.61975,123.981705,19.627823
2022-02-04 03:00:00,303.75925,302.48706,301.6643,0.87900794,-407.0708,-607.556,69.70333,-562.55853,157.64314,34.129807
2022-02-04 04:00:00,304.80963,302.48706,301.98618,0.88398236,-414.49393,-757.75616,69.06326,-706.4445,176.86935,45.016586
2022-02-04 05:00:00,305.2459,302.48706,302.76587,0.8860245,-424.5627,-810.46967,63.477528,-757.12024,180.18457,45.655167
2022-02-04 06:00:00,305.60678,302.48706,302.91418,0.8864434,-428.73038,-839.4955,62.75168,-787.06006,197.43619,50.784424
2022-02-04 07:00:00,305.19885,302.48706,302.81503,0.89393115,-430.18106,-835.8756,64.80715,-783.52856,205.96848,47.416412
2022-02-04 08:00:00,304.49966,302.48706,302.36343,0.9103729,-432.7874,-712.88293,58.74961,-665.41016,209.2733,44.831192
2022-02-04 09:00:00,303.45184,302.48706,302.60638,0.93943393,-440.9039,-485.21402,44.437195,-449.75305,180.50674,30.473404
2022-02-04 10:00:00,302.7617,302.48706,301.54657,0.97373116,-429.141,-304.97052,49.58412,-279.75574,132.89851,16.393723
2022-02-04 11:00:00,302.0206,302.48706,300.27686,0.9927386,-428.30255,-108.56268,44.69454,-97.6637,86.298355,5.826233
2022-02-04 12:00:00,301.71838,302.48706,299.16125,0.9999122,-428.67383,-7.439514,37.23149,-6.750519,78.119415,7.381485
2022-02-04 13:00:00,301.48962,302.48706,299.49057,1.0071383,-417.9043,0.0004272461,45.8361,-0.0,76.17601,9.82251
2022-02-04 14:00:00,301.23892,302.48706,299.82318,1.02358,-418.7919,0.0004272461,45.321407,-0.0,56.211945,8.092163
2022-02-04 15:00:00,301.18738,302.48706,300.1946,1.0283973,-417.9854,0.0004272461,46.57515,-0.0,46.14157,6.5266113
2022-02-04 16:00:00,300.81943,302.48706,300.42145,1.0149403,-413.13174,0.0004272461,50.154903,-0.0,49.7166,6.5781097
2022-02-04 17:00:00,300.80136,302.48706,299.7765,0.99614215,-410.96307,0.0004272461,51.55381,-0.0,51.691177,6.444214
2022-02-04 18:00:00,300.76465,302.48706,299.87772,0.9814284,-412.14822,0.0004272461,49.986637,-0.0,56.970596,7.031296
2022-02-04 19:00:00,300.67764,302.48706,299.92108,0.97692525,-419.91312,0.0004272461,44.229336,-0.0,78.84689,7.680176
2022-02-04 20:00:00,300.61127,302.48706,299.71204,0.98163784,-413.98987,0.0004272461,49.30368,-0.0,77.007416,8.452652
2022-02-04 21:00:00,300.64093,302.48706,299.42114,0.99085355,-417.12485,0.0004272461,45.707428,-0.0,73.58827,8.5659485
2022-02-04 22:00:00,300.5333,302.39255,299.30215,0.9947807,-412.32526,0.0004272461,49.653404,-0.0,70.69914,8.617447
2022-02-04 23:00:00,300.48367,302.39255,299.32736,0.9943095,-411.77695,0.0004272461,49.82827,-0.0,71.343475,8.751343
2022-02-05 00:00:00,300.70535,302.39255,299.45007,0.9746213,-407.597,-6.038269,53.312344,-5.4066772,73.79613,9.091232
2022-02-05 01:00:00,301.52246,302.39255,299.73724,0.95142484,-409.4534,-126.245056,55.041183,-112.71173,96.431076,11.738251
2022-02-05 02:00:00,302.3222,302.39255,300.86606,0.93095124,-415.1578,-322.71964,54.368126,-294.50684,135.77724,20.451797
2022-02-05 03:00:00,303.46024,302.39255,301.4755,0.91330516,-415.07422,-537.4437,60.38607,-496.88165,161.0727,32.09047
2022-02-05 04:00:00,304.0112,302.39255,301.84735,0.8978583,-420.15408,-653.3801,61.01954,-608.7496,170.83128,39.598938
2022-02-05 05:00:00,304.68204,302.39255,302.4626,0.88471544,-420.8647,-703.4079,63.246574,-656.4094,171.60034,38.095184
2022-02-05 06:00:00,305.21048,302.39255,302.69315,0.87581384,-427.77145,-807.2168,61.372566,-753.33875,192.97778,48.219788
2022-02-05 07:00:00,303.78244,302.39255,302.42087,0.87670404,-438.97128,-645.58984,48.495346,-603.96796,191.7099,38.053986
2022-02-05 08:00:00,302.77005,302.39255,301.86844,0.8793221,-428.26074,-596.8799,54.312035,-556.6206,193.87155,37.96129
2022-02-05 09:00:00,302.59415,302.39255,301.77423,0.8811548,-435.48962,-413.4002,43.00859,-381.9354,157.04037,32.172867
2022-02-05 10:00:00,302.22168,302.39255,300.8049,0.91152483,-433.65045,-229.78705,41.0422,-211.50052,121.40436,20.225204
2022-02-05 11:00:00,301.7261,302.39255,300.81647,0.93822956,-427.3854,-92.53177,43.503487,-84.66272,101.274,10.986374
2022-02-05 12:00:00,301.41357,302.39255,300.77844,0.9512154,-429.78275,-6.6554565,38.435745,-6.094208,79.20024,6.856201
2022-02-05 13:00:00,301.32916,302.39255,300.29462,0.9577607,-431.558,0.0004272461,35.393776,-0.0,68.443954,6.341217
2022-02-05 14:00:00,301.21896,302.39255,299.27817,0.95671344,-425.82162,0.0004272461,39.54761,-0.0,57.968277,7.86557
2022-02-05 15:00:00,301.1152,302.39255,299.22818,0.95477605,-430.72202,0.0004272461,34.242317,-0.0,61.034073,10.667084
2022-02-05 16:00:00,300.9831,302.39255,299.21454,0.9521579,-421.66132,0.0004272461,42.34543,-0.0,69.52478,12.943314
2022-02-05 17:00:00,300.92896,302.39255,299.48065,0.9527339,-427.0412,0.0004272461,36.90486,-0.0,59.495987,9.81221
2022-02-05 18:00:00,300.89352,302.39255,299.83185,0.9529957,-426.93298,0.0004272461,37.24799,-0.0,51.33783,7.0415955
2022-02-05 19:00:00,300.84198,302.39255,300.25412,0.9598028,-425.79703,0.0004272461,39.128597,-0.0,64.65068,4.94046
2022-02-05 20:00:00,300.7395,302.39255,299.80994,0.96765715,-428.15012,0.0004272461,36.81578,-0.0,65.43013,5.043457
2022-02-05 21:00:00,300.6944,302.39255,299.65747,0.9799099,-422.72845,0.0004272461,41.32264,-0.0,68.94281,5.146454
2022-02-05 22:00:00,300.77173,302.32394,299.63394,0.9791244,-419.3845,0.0004272461,43.797127,-0.0,71.11484,6.0013275
2022-02-05 23:00:00,300.87354,302.32394,299.40833,0.9967705,-413.36533,0.0004272461,48.81208,-0.0,71.90468,6.3618164
2022-02-06 00:00:00,300.94058,302.32394,299.59552,1.0255173,-417.1863,-5.404358,44.951885,-4.937866,73.91043,7.0415955
2022-02-06 01:00:00,301.6404,302.32394,299.6021,1.0421162,-415.4922,-107.778656,49.666603,-96.694885,85.40459,11.130569
2022-02-06 02:00:00,302.3222,302.32394,300.75903,1.0391315,-419.39432,-262.03238,50.712486,-239.6589,104.7659,20.266403
2022-02-06 03:00:00,303.50534,302.32394,301.5164,1.0378225,-412.08676,-542.8486,64.83354,-502.06955,145.3072,39.56804
2022-02-06 04:00:00,303.98608,302.32394,301.63168,1.0456767,-419.1017,-640.0015,62.51083,-596.02985,163.5565,43.852722
2022-02-06 05:00:00,303.97964,302.32394,302.11923,1.0518556,-428.84348,-690.74664,55.57897,-643.971,179.88318,45.21228
2022-02-06 06:00:00,304.1575,302.32394,302.34152,1.052222,-428.2755,-760.19165,58.601143,-710.4761,197.21796,49.321854
2022-02-06 07:00:00,304.2941,302.32394,302.5312,1.061752,-437.8968,-570.7734,47.56164,-531.89996,170.30127,37.97159
2022-02-06 08:00:00,303.40738,302.32394,302.20227,1.0950544,-436.81247,-456.9389,45.301613,-424.1886,154.86835,30.761795
2022-02-06 09:00:00,302.51166,302.32394,302.08783,1.1225445,-430.67282,-339.15088,47.063446,-313.89896,131.82808,23.346024
2022-02-06 10:00:00,302.25967,302.32394,301.35318,1.1186697,-434.86264,-208.93518,39.50142,-192.2803,107.65503,15.919937
2022-02-06 11:00:00,301.85306,302.32394,301.0871,1.143018,-439.495,-83.940796,30.794533,-76.78711,94.34218,6.0631256
2022-02-06 12:00:00,301.57404,302.32394,301.18625,1.1844366,-432.26367,-6.939026,34.770206,-6.3754883,78.03627,2.664215
2022-02-06 13:00:00,301.43353,302.32394,300.96976,1.2006688,-430.663,0.0004272461,35.52575,-0.0,77.132126,3.714798
2022-02-06 14:00:00,301.2905,302.32394,299.75458,1.1905105,-432.871,0.0004272461,32.391403,-0.0,74.14946,5.5172424
2022-02-06 15:00:00,301.05142,302.32394,299.1505,1.1822897,-430.45892,0.0004272461,33.090855,-0.0,52.75122,7.2269897
2022-02-06 16:00:00,300.8813,302.32394,298.98276,1.2087326,-427.16904,0.0004272461,36.20211,-0.0,48.635773,8.462952
2022-02-06 17:00:00,300.82394,302.32394,299.03812,1.2406735,-431.44736,0.0004272461,32.24293,-0.0,55.058365,9.966705
2022-02-06 18:00:00,300.6828,302.32394,299.27985,1.2585291,-427.22067,0.0004272461,35.977753,-0.0,57.157654,9.616516
2022-02-06 19:00:00,300.5984,302.32394,299.52237,1.2735046,-423.56937,0.0004272461,39.537712,-0.0,81.03972,5.558441
2022-02-06 20:00:00,300.54037,302.32394,299.54675,1.2826157,-426.71417,0.0004272461,35.91507,-0.0,91.70247,6.021927
2022-02-06 21:00:00,300.5449,302.32394,299.59384,1.2688444,-423.02597,0.0004272461,39.06591,-0.0,86.57895,6.56781
2022-02-06 22:00:00,300.56424,302.29178,299.68063,1.2487897,-422.29572,0.0004272461,39.6004,-0.0,74.33653,6.3000183
2022-02-06 23:00:00,300.36447,302.29178,299.52155,1.3231964,-420.9114,0.0004272461,40.69577,-0.0,66.41742,5.8777313
2022-02-07 00:00:00,300.64026,302.29178,299.53476,1.3064405,-420.25983,-4.4368286,41.118084,-4.062805,61.844696,5.7747345
2022-02-07 01:00:00,301.23312,302.29178,299.7802,1.300576,-425.202,-71.56314,38.640297,-64.911194,74.28458,5.5481415
2022-02-07 02:00:00,301.9304,302.29178,300.84003,1.2834535,-422.6842,-250.53882,45.106953,-228.62683,115.37668,12.706421
2022-02-07 03:00:00,302.77652,302.29178,301.5664,1.2706771,-424.23077,-434.3188,48.587727,-400.74933,156.83253,24.1082
2022-02-07 04:00:00,303.70383,302.29178,302.01428,1.2623515,-432.54398,-542.4315,44.84301,-502.1008,175.0091,32.12137
2022-02-07 05:00:00,304.6189,302.29178,302.81503,1.2666452,-437.7173,-667.1924,44.183144,-621.2505,188.58176,39.722534
2022-02-07 06:00:00,304.72778,302.29178,303.20053,1.2895274,-435.87073,-671.246,48.468952,-624.7508,175.53911,35.58206
2022-02-07 07:00:00,304.45135,302.29178,303.64883,1.3144519,-433.20294,-721.19037,54.754143,-672.22314,193.9443,39.722534
2022-02-07 08:00:00,303.70834,302.29178,303.23276,1.3215731,-430.86215,-626.6897,53.48061,-583.2476,193.89233,33.254333
2022-02-07 09:00:00,303.02332,302.29178,301.79034,1.3046077,-427.2969,-405.8435,51.56701,-376.12244,147.35454,14.261688
2022-02-07 10:00:00,301.50894,302.29178,300.4603,1.2329763,-430.7638,-164.02863,42.312435,-151.30841,105.44141,4.466675
2022-02-07 11:00:00,301.0978,302.29178,299.8959,1.1755874,-429.6131,-45.2731,36.677208,-41.721924,98.26016,7.288788
2022-02-07 12:00:00,301.03336,302.29178,299.9802,1.1302416,-429.6303,-4.1865845,35.95466,-3.8753052,79.05475,8.483551
2022-02-07 13:00:00,301.00436,302.29178,300.0843,1.1133811,-429.52704,0.0004272461,34.638233,-0.0,72.258026,7.5874786
2022-02-07 14:00:00,300.8774,302.29178,299.99423,1.1072547,-429.0992,0.0004272461,34.71412,-0.0,71.0421,6.7429047
2022-02-07 15:00:00,300.80267,302.29178,300.11902,1.0879855,-423.3358,0.0004272461,39.907234,-0.0,70.82385,6.0322266
2022-02-07 16:00:00,300.76657,302.29178,300.238,1.0584531,-427.39526,0.0004272461,36.13282,-0.0,68.99477,6.279419
2022-02-07 17:00:00,300.75497,302.29178,300.21735,1.0353091,-420.8499,0.0004272461,42.04849,-0.0,63.2269,6.114624
2022-02-07 18:00:00,300.6493,302.29178,300.38467,1.0205429,-421.72034,0.0004272461,40.84754,-0.0,58.685364,5.6820374
2022-02-07 19:00:00,300.68472,302.29178,300.38635,0.99818426,-422.33505,0.0004272461,41.048798,-0.0,57.230408,5.1876526
2022-02-07 20:00:00,300.54425,302.29178,299.98184,0.97844374,-421.63675,0.0004272461,41.484306,-0.0,71.29152,6.2691193
2022-02-07 21:00:00,300.52493,302.29178,299.83514,0.9639394,-419.54184,0.0004272461,43.02179,-0.0,76.23837,6.7841034
2022-02-07 22:00:00,300.51398,302.22043,299.29965,0.98116654,-418.97632,0.0004272461,42.71495,-0.0,69.24419,7.062195
2022-02-07 23:00:00,300.4592,302.22043,299.1125,1.0113273,-419.96722,0.0004272461,41.306145,-0.0,66.72919,7.8552704
2022-02-08 00:00:00,300.764,302.22043,299.46866,0.9848319,-418.53375,-5.0874023,42.411415,-4.656616,72.22685,8.741043
2022-02-08 01:00:00,301.29565,302.22043,299.64468,0.93414533,-421.7818,-111.06491,42.34213,-100.66394,105.89868,11.089371
2022-02-08 02:00:00,302.21265,302.22043,300.72226,0.88921857,-420.01395,-325.68893,47.99055,-296.94452,157.11313,21.801056
2022-02-08 03:00:00,303.04266,302.22043,301.4478,0.854293,-419.45334,-543.9662,53.411324,-503.50717,187.6672,33.439728
2022-02-08 04:00:00,303.67932,302.22043,301.79364,0.82999694,-423.52756,-709.8803,54.73435,-662.44116,206.02043,42.60646
2022-02-08 05:00:00,304.37338,302.22043,302.6452,0.8125603,-427.62637,-839.77905,55.143463,-783.84106,230.8794,49.878036
2022-02-08 06:00:00,304.88696,302.22043,303.47736,0.79905087,-438.7672,-818.9105,45.875694,-767.4023,225.24664,42.534363
2022-02-08 07:00:00,304.452,302.22043,304.19177,0.7852273,-436.67477,-868.0875,52.979115,-812.78076,221.06883,37.034317
2022-02-08 08:00:00,303.8791,302.22043,303.5038,0.7687332,-442.92505,-512.83856,40.840942,-479.0678,153.83948,6.670807
2022-02-08 09:00:00,302.18234,302.22043,301.87173,0.756271,-443.643,-289.44006,31.625961,-268.09857,139.40424,-1.1981659
2022-02-08 10:00:00,301.52054,302.22043,301.65192,0.7432852,-432.73083,-136.25394,36.43966,-124.8064,105.23357,1.1501617
2022-02-08 11:00:00,301.0759,302.22043,301.44904,0.7706182,-433.02835,-55.78244,34.61184,-51.191406,84.26141,0.97506714
2022-02-08 12:00:00,300.9064,302.22043,300.99164,0.75836545,-426.04782,-4.4368286,39.019722,-4.031555,74.22221,3.9310913
2022-02-08 13:00:00,300.8523,302.22043,300.70572,0.7465316,-425.6569,0.0004272461,38.524826,-0.0,65.30542,6.1352234
2022-02-08 14:00:00,300.81363,302.22043,300.50037,0.73422647,-425.22412,0.0004272461,38.72938,-0.0,61.200363,6.856201
2022-02-08 15:00:00,300.82135,302.22043,300.49542,0.7237017,-424.56024,0.0004272461,39.21438,-0.0,58.176132,6.6193085
2022-02-08 16:00:00,300.7421,302.22043,300.4764,0.71275806,-423.7046,0.0004272461,39.814857,-0.0,55.442886,6.0425262
2022-02-08 17:00:00,300.697,302.22043,299.96158,0.7056891,-422.00803,0.0004272461,41.157677,-0.0,58.217697,6.4957123
2022-02-08 18:00:00,300.63446,302.22043,299.7715,0.7022855,-421.67853,0.0004272461,41.052097,-0.0,57.957886,7.3711853
2022-02-08 19:00:00,300.4257,302.22043,299.6021,0.691656,-420.40735,0.0004272461,42.662163,-0.0,63.725754,6.990097
2022-02-08 20:00:00,300.4276,302.22043,299.38644,0.6762092,-421.91214,0.0004272461,40.51761,-0.0,69.109085,8.545349
2022-02-08 21:00:00,300.31226,302.22043,299.41785,0.6639041,-420.9753,0.0004272461,41.061996,-0.0,66.24074,10.46109
2022-02-08 22:00:00,300.44952,302.34576,298.93814,0.65594506,-414.66605,0.0004272461,46.017563,-0.0,69.40007,10.2859955
2022-02-08 23:00:00,300.44824,302.34576,299.09927,0.64814305,-424.45944,0.0004272461,36.693703,-0.0,72.76726,9.575317
2022-02-09 00:00:00,300.59903,302.34576,299.1344,0.63840365,-419.1042,-4.9039307,41.830734,-4.4065857,80.24989,10.79068
2022-02-09 01:00:00,301.21057,302.34576,299.26083,0.6298686,-421.84082,-99.7215,41.032303,-89.663086,100.59848,13.448013
2022-02-09 02:00:00,302.0032,302.34576,300.3504,0.62180483,-423.78574,-260.24747,42.655563,-238.9401,127.16182,19.020142
2022-02-09 03:00:00,302.79456,302.34576,301.23047,0.6142647,-422.3424,-518.37683,49.1915,-479.56784,167.65117,30.844193
2022-02-09 04:00:00,303.98608,302.34576,301.63168,0.60751,-424.47418,-641.286,52.160885,-597.23303,188.73764,37.096115
2022-02-09 05:00:00,304.38947,302.34576,302.1746,0.60122657,-428.98364,-786.465,52.60959,-734.306,204.45116,43.090546
2022-02-09 06:00:00,303.7006,302.34576,302.26385,0.5952573,-429.90814,-842.5982,55.872612,-789.9978,203.80682,46.51004
2022-02-09 07:00:00,303.58783,302.34576,302.2597,0.5901258,-429.09674,-692.6483,54.57268,-646.12744,168.09805,42.740356
2022-02-09 08:00:00,303.41705,302.34576,302.1713,0.58630335,-437.8722,-550.3719,45.760216,-510.91397,145.76448,33.213135
2022-02-09 09:00:00,302.5168,302.34576,301.42508,0.5848372,-439.08194,-353.6638,40.70567,-325.6811,129.36504,26.178436
2022-02-09 10:00:00,301.92136,302.34576,300.90903,0.5800723,-433.10458,-192.65405,41.299545,-177.2479,94.768265,15.590347
2022-02-09 11:00:00,301.34076,302.34576,300.16693,0.58049107,-436.46085,-60.18637,32.958885,-55.441742,74.56517,8.19516
2022-02-09 12:00:00,301.11133,302.34576,299.71988,0.58127654,-430.9187,-5.4710693,33.98497,-5.0316467,57.562973,7.2681885
2022-02-09 13:00:00,301.10617,302.34576,299.7736,0.5788156,-432.4481,0.0004272461,32.295723,-0.0,51.223526,8.020065
2022-02-09 14:00:00,300.89996,302.34576,299.46204,0.57546437,-429.83685,0.0004272461,35.209015,-0.0,45.175064,7.5668793
