Time in UTC,Local Time in Malaysia,Wind Speed (m/s),Wind Direction,ST (K),SST (K),AT (K),SWH (m),SDLR (W/m2),SDSR (W/m2),SNLR (W/m2),SNSR (W/m2),LE (W/m2),H (W/m2)
1/31/22 16:00,2/1/22 0:00,1.860193491,346.8165894,301.2020874,302.7609863,300.4613953,0.469202042,-422.4846191,-3.05E-05,43.67168045,-3.05E-05,58.63269043,4.614654541
1/31/22 17:00,2/1/22 1:00,1.807525277,9.884414673,300.9660034,302.7609863,300.2523193,0.469700038,-412.2714539,-3.05E-05,53.48342514,-3.05E-05,69.41041565,3.296035767
1/31/22 18:00,2/1/22 2:00,2.093651056,29.17637634,300.9266357,302.7609863,299.764679,0.465135515,-407.710968,-3.05E-05,57.09751892,-3.05E-05,77.25369263,4.471664429
1/31/22 19:00,2/1/22 3:00,1.860641479,46.31257629,300.9186707,302.7609863,299.5519409,0.457541823,-408.585144,-3.05E-05,55.59045029,-3.05E-05,82.24404907,5.702896118
1/31/22 20:00,2/1/22 4:00,3.049902678,35.11016846,300.9026794,302.6941223,299.9412537,0.465342999,-406.5097961,-3.05E-05,56.94537735,-3.05E-05,79.2371521,6.393981934
1/31/22 21:00,2/1/22 5:00,2.992966413,49.60746765,300.8006287,302.6941223,299.5950928,0.475799859,-406.3114319,-3.05E-05,56.64683533,-3.05E-05,71.65652466,6.711715698
1/31/22 22:00,2/1/22 6:00,3.069383383,56.71143341,301.049469,302.6940918,299.5516968,0.482469082,-406.7142944,-5.788024902,55.65485764,-5.219146729,73.62983704,8.298156738
1/31/22 23:00,2/1/22 7:00,3.225734234,64.66181946,302.1385498,302.6940918,299.6343384,0.490689993,-409.2369995,-123.3424683,57.24842453,-109.9927673,91.20362854,12.63432312
2/1/22 0:00,2/1/22 8:00,3.144906759,75.55389404,303.0368652,302.6940918,301.0507507,0.506712794,-412.231842,-361.8710938,59.95716095,-330.5252075,134.9770203,27.87788391
2/1/22 1:00,2/1/22 9:00,2.469265938,81.67185211,304.2457886,302.6940918,301.8213196,0.531532526,-419.2098999,-534.2575684,57.96767426,-494.4439697,162.8394165,39.39294434
2/1/22 2:00,2/1/22 10:00,1.631920457,82.79249573,305.0976868,302.6940918,302.1997986,0.5653584,-418.9172974,-734.8691406,64.59929657,-684.5053711,185.3288879,52.60746765
2/1/22 3:00,2/1/22 11:00,0.398688138,112.1392136,305.9489746,302.6940918,302.8629761,0.583947062,-426.8420105,-794.5888672,62.02912903,-742.3691406,187.6983795,53.21514893
2/1/22 4:00,2/1/22 12:00,1.244769573,238.5048828,306.3085632,302.6940918,302.9129639,0.583789945,-428.8877563,-799.4765625,63.17069244,-747.6507568,193.4662476,53.04005432
2/1/22 5:00,2/1/22 13:00,2.454737663,236.5908966,305.9631348,302.6940918,302.8472595,0.586146235,-418.9394531,-773.119812,76.43392944,-722.6801147,199.7121582,41.14390564
2/1/22 6:00,2/1/22 14:00,3.532382965,233.1379089,304.7671204,302.6940918,302.5518188,0.595519066,-423.6382141,-645.2895508,66.60527802,-603.3116455,198.0701294,35.69535828
2/1/22 7:00,2/1/22 15:00,4.398101807,224.8604279,303.7966309,302.6940918,302.6365356,0.612065554,-423.7955627,-481.6608582,60.57413101,-447.0653687,175.6846008,28.13537598
2/1/22 8:00,2/1/22 16:00,4.25411272,221.8191223,303.1998901,302.6940918,301.8097534,0.627721786,-420.27948,-354.7481079,59.51835251,-324.8997803,162.2678375,25.74584961
2/1/22 9:00,2/1/22 17:00,3.512266159,226.0768738,302.4156494,302.6940918,301.8180237,0.700819373,-412.9817505,-152.6518555,61.95324326,-135.838501,127.0786896,10.45079041
2/1/22 10:00,2/1/22 18:00,2.712558746,226.6874695,301.844696,302.6940918,301.8948669,0.709616303,-414.3390198,-10.99267578,56.12335968,-9.750732422,88.63667297,2.561218262
2/1/22 11:00,2/1/22 19:00,1.60913682,224.0071411,301.5340881,302.6940918,301.7358093,0.716685176,-416.1044312,0.000427246,52.431427,0,73.19335938,2.715713501
2/1/22 12:00,2/1/22 20:00,0.667307317,232.2945557,301.4541626,302.6940918,301.0445557,0.702547431,-418.2632751,0.000427246,49.1585083,0,66.37583923,2.746612549
2/1/22 13:00,2/1/22 21:00,0.377242208,352.2219849,301.4374084,302.6940918,300.6652527,0.679246187,-425.8240662,0.000427246,41.13127899,0,59.05949402,4.858062744
2/1/22 14:00,2/1/22 22:00,0.47934714,59.85821533,301.2434387,302.6940918,300.4082336,0.656206846,-419.4754639,0.000427246,46.45637131,0,58.48789978,6.032226563
2/1/22 15:00,2/1/22 23:00,0.770603895,133.3735046,301.2234802,302.6940918,300.0028992,0.636204481,-420.7073059,0.000427246,44.55596924,0,65.81465149,7.711074829
2/1/22 16:00,2/2/22 0:00,1.259294033,172.0054321,301.1383972,302.6940918,299.7496338,0.621385932,-418.4575195,0.000427246,46.28810883,0,68.38160706,8.298156738
2/1/22 17:00,2/2/22 1:00,2.18040514,173.7382965,301.1158447,302.6940918,299.6132813,0.611122966,-421.5236206,0.000427246,44.70443726,0,57.63571167,5.331848145
2/1/22 18:00,2/2/22 2:00,2.669841766,157.9202728,300.8709717,302.6940918,299.2133179,0.601540685,-418.7156982,0.000427246,46.73681259,0,74.1078949,7.31968689
2/1/22 19:00,2/2/22 3:00,3.094752312,158.923584,300.7788086,302.6940918,299.4893188,0.588450193,-414.7373352,0.000427246,49.62371063,0,83.39883423,8.710144043
2/1/22 20:00,2/2/22 4:00,2.480529308,160.007782,300.8065186,302.7522583,299.0815125,0.569966316,-423.3406982,0.000427246,40.73206329,0,89.04197693,10.21389771
2/1/22 21:00,2/2/22 5:00,2.360140085,159.3081207,300.739502,302.7522583,299.0261536,0.556299806,-418.1723022,0.000427246,44.36130905,0,89.8837738,12.21203613
2/1/22 22:00,2/2/22 6:00,2.523471355,150.5766754,300.9721375,302.7522583,298.9567261,0.544361234,-420.8154907,-5.304260254,41.99240112,-4.812866211,90.860672,13.036026
2/1/22 23:00,2/2/22 7:00,2.691108704,148.0536804,301.6507263,302.7522583,298.6695557,0.534778953,-416.9920654,-125.9614563,48.31718445,-112.4304504,110.3363037,18.33006287
2/2/22 0:00,2/2/22 8:00,2.916949272,147.9508667,302.4645996,302.7522583,300.1371765,0.527081728,-417.3313904,-322.1858215,52.67557526,-293.7880249,139.9134674,30.24681091
2/2/22 1:00,2/2/22 9:00,2.808885336,148.056427,303.4815063,302.7522583,301.3122864,0.521164775,-425.4552612,-489.401062,50.38585281,-451.3469238,162.091156,40.5980072
2/2/22 2:00,2/2/22 10:00,2.528347492,158.278595,304.1491089,302.7522583,301.9403076,0.516085625,-427.4321289,-645.5231323,54.21305847,-601.8427734,174.4582825,48.18888855
2/2/22 3:00,2/2/22 11:00,2.419491291,180.0819092,304.7999878,302.7522583,302.9935303,0.512158513,-422.2514343,-834.8746948,66.58547974,-781.2158203,185.3808441,58.93147278
2/2/22 4:00,2/2/22 12:00,2.504464626,201.5756683,304.896637,302.7522583,303.5062866,0.509906888,-428.9959412,-904.836853,65.77384949,-848.2209473,190.9824219,63.63844299
2/2/22 5:00,2/2/22 13:00,2.72770977,217.0970459,304.7671204,302.7522583,303.4674377,0.508493066,-429.1975403,-865.6520386,64.25286865,-809.6555176,204.5654755,65.96617126
2/2/22 6:00,2/2/22 14:00,2.950020552,216.9646606,304.2154846,302.7522583,302.9530334,0.509540319,-434.6856079,-637.8496094,55.8429184,-594.4047241,182.9385986,52.43237305
2/2/22 7:00,2/2/22 15:00,2.616094828,213.2067261,303.8301392,302.7522583,302.6299133,0.514724255,-434.1569519,-467.4315491,51.24367523,-434.4706421,149.2875519,32.27586365
2/2/22 8:00,2/2/22 16:00,2.722117186,221.4434509,302.1578674,302.7522583,300.3458557,0.527919531,-429.1016541,-285.5866394,47.00405884,-262.004364,134.4573822,14.80757141
2/2/22 9:00,2/2/22 17:00,1.31234479,184.3110199,301.6764832,302.7522583,299.7405396,0.545879722,-427.2919922,-95.96813965,42.07488251,-86.85037231,107.0834351,8.535049438
2/2/22 10:00,2/2/22 18:00,1.363604426,62.75701141,301.1828613,302.7522583,299.8053894,0.560226917,-434.1004028,-6.371887207,32.52337646,-5.781707764,85.45655823,9.575317383
2/2/22 11:00,2/2/22 19:00,2.498218536,51.04695129,301.0758972,302.7522583,299.4579163,0.573998213,-422.7186279,0.000427246,42.45760345,0,77.67253113,9.812210083
2/2/22 12:00,2/2/22 20:00,2.223390579,76.7026825,300.9992065,302.7522583,299.4847717,0.578291893,-423.0038452,0.000427246,41.94291306,0,70.68875122,10.52288818
2/2/22 13:00,2/2/22 21:00,2.198637009,87.35584259,300.8735352,302.7522583,299.6599731,0.577349424,-422.5317383,0.000427246,42.34542847,0,62.72805786,8.926437378
2/2/22 14:00,2/2/22 22:00,2.483302355,100.1851501,300.8413391,302.7522583,299.6822815,0.58117187,-417.9854126,0.000427246,46.22872162,0,62.86315918,8.504150391
2/2/22 15:00,2/2/22 23:00,2.462671757,95.52332306,300.8490601,302.7522583,299.5934448,0.589654565,-415.7257996,0.000427246,48.19841003,0,66.68762207,9.678314209
2/2/22 16:00,2/3/22 0:00,2.326003075,86.3079071,300.8020325,302.7522583,299.5496521,0.60007453,-417.4617004,0.000427246,46.34089661,0,66.59408569,10.25509644
2/2/22 17:00,2/3/22 1:00,1.871763945,87.03300476,300.7743225,302.7522583,299.5773315,0.610075712,-418.1231079,0.000427246,46.16273499,0,68.97398376,8.174560547
2/2/22 18:00,2/3/22 2:00,1.695212007,79.99813843,300.8181152,302.7522583,299.4508972,0.615940332,-416.1413269,0.000427246,47.8486824,0,64.0479126,7.98916626
2/2/22 19:00,2/3/22 3:00,1.23427093,82.3141861,300.7504578,302.7522583,299.7793579,0.622537971,-413.3850098,0.000427246,49.81507111,0,61.25231934,7.402084351
2/2/22 20:00,2/3/22 4:00,1.090380907,45.404953,300.6132202,302.5332336,299.708313,0.63170135,-417.7075806,0.000427246,45.55236053,0,59.12185669,7.010696411
2/2/22 21:00,2/3/22 5:00,1.41795218,38.70787048,300.6505737,302.5332336,299.6636963,0.650185227,-417.0264893,0.000427246,46.05055618,0,58.70614624,6.845901489
2/2/22 22:00,2/3/22 6:00,1.855310678,37.04142761,300.9025574,302.5332336,299.8578796,0.673905253,-414.1201782,-5.754638672,48.33697891,-5.156646729,57.14726257,6.557510376
2/2/22 23:00,2/3/22 7:00,1.951681972,36.7612915,301.7203064,302.5332336,299.9950562,0.70155251,-416.0896912,-127.1625366,50.24728394,-113.461792,77.18408203,7.783172607
2/3/22 0:00,2/3/22 8:00,1.470414758,32.72070313,302.6669617,302.5332336,300.9904175,0.72223556,-419.7877197,-311.4095764,51.75506973,-284.0060425,103.2174072,13.89089966
2/3/22 1:00,2/3/22 9:00,0.979622245,33.64181519,303.7682495,302.5332336,301.6725769,0.733126879,-421.9981689,-503.3134155,55.66805267,-465.3792725,131.2460938,24.81887817
2/3/22 2:00,2/3/22 10:00,0.208087847,36.17819214,304.894043,302.5332336,301.8180237,0.735797405,-423.9283447,-687.9942017,60.52464294,-640.8145142,170.6338196,42.25627136
2/3/22 3:00,2/3/22 11:00,0.883992553,247.7610168,305.3019714,302.5332336,302.608429,0.734435916,-425.9125977,-807.467041,64.14068604,-752.8699341,200.6890564,57.00543213
2/3/22 4:00,2/3/22 12:00,1.78998363,247.2270813,305.8013916,302.5332336,302.7898254,0.730508804,-431.1400146,-780.2761841,61.20759964,-727.430481,195.3368988,53.43144226
2/3/22 5:00,2/3/22 13:00,2.528398514,253.3834229,304.5911865,302.5332336,302.8972473,0.72281158,-435.8928528,-778.6246948,57.67733383,-729.055603,205.8229675,54.48200989
2/3/22 6:00,2/3/22 14:00,2.183422089,239.624939,304.5757141,302.5332336,302.7919006,0.718674898,-432.6767578,-592.6928711,55.06098175,-552.3077393,170.9352112,38.96035767
2/3/22 7:00,2/3/22 15:00,2.205492735,222.3583374,303.8642883,302.5332336,302.9224548,0.723596931,-428.7303772,-515.5576172,56.10686111,-478.255249,152.5923767,32.68785095
2/3/22 8:00,2/3/22 16:00,2.167471647,233.2703857,302.3473206,302.5332336,301.8696594,0.726372123,-432.9570618,-211.9045105,45.42698669,-195.9680786,97.1065979,11.24386597
2/3/22 9:00,2/3/22 17:00,0.270483464,307.831604,302.1030884,302.5332336,300.4127808,0.724120617,-437.3681335,-80.40432739,34.58874512,-73.25558472,79.8653717,4.507873535
2/3/22 10:00,2/3/22 18:00,0.79508245,10.5411377,301.5128174,302.5332336,299.7223511,0.717575312,-430.7810059,-5.003967285,34.86258698,-4.594116211,77.7348938,8.905838013
2/3/22 11:00,2/3/22 19:00,1.397044897,26.15196228,301.2853394,302.5332336,299.8529053,0.7136482,-423.2915039,0.000427246,41.3589325,0,72.64254761,10.72888184
2/3/22 12:00,2/3/22 20:00,1.705659747,60.67423248,301.0907288,302.5332336,299.8430176,0.711396575,-418.8853455,0.000427246,45.04096603,0,67.07214355,9.0912323
2/3/22 13:00,2/3/22 21:00,1.815959215,82.17266083,301.0797729,302.5332336,299.8099365,0.717104077,-420.8007507,0.000427246,42.70835114,0,71.75918579,8.359954834
2/3/22 14:00,2/3/22 22:00,1.688216448,81.4486084,301.0062866,302.5332336,299.5988159,0.732236743,-419.7508545,0.000427246,43.47049332,0,73.8792572,9.99760437
2/3/22 15:00,2/3/22 23:00,1.432931781,67.865448,301.0179138,302.5332336,299.4306335,0.749045014,-417.7149658,0.000427246,45.24552536,0,65.17030334,9.925506592
2/3/22 16:00,2/4/22 0:00,1.267242074,67.90451813,300.7408142,302.5332336,299.5641174,0.76690048,-413.0530701,0.000427246,49.37296295,0,54.16461182,8.370254517
2/3/22 17:00,2/4/22 1:00,0.813111901,80.27262115,300.6853943,302.5332336,299.6397095,0.788369,-411.9171143,0.000427246,51.18758774,0,49.46717834,5.476043701
2/3/22 18:00,2/4/22 2:00,0.63524425,84.0089798,300.5339355,302.5332336,299.4893188,0.800150514,-409.5837097,0.000427246,52.85704041,0,48.49028015,5.939529419
2/3/22 19:00,2/4/22 3:00,1.309635878,61.51397705,300.3605957,302.5332336,299.4715576,0.801773727,-407.5552063,0.000427246,54.13387299,0,47.0664978,5.743835449
2/3/22 20:00,2/4/22 4:00,1.679933786,57.02581787,300.4082947,302.4870605,299.6029358,0.828321338,-403.9948425,0.000427246,56.72053528,0,55.19346619,6.526611328
2/3/22 21:00,2/4/22 5:00,1.804053426,69.96658325,300.3109741,302.4870605,299.6194763,0.866179228,-404.3833313,0.000427246,55.88910675,0,58.23847961,6.784103394
2/3/22 22:00,2/4/22 6:00,1.800327897,82.15737915,300.6389771,302.4870605,299.7268982,0.878065407,-400.7959595,-6.655456543,58.81229782,-5.937957764,60.27542114,7.000396729
2/3/22 23:00,2/4/22 7:00,2.0084939,89.14602661,301.7151489,302.4870605,299.9587097,0.878850877,-401.236084,-147.4638977,63.30926132,-130.9006042,81.70484924,9.729812622
2/4/22 0:00,2/4/22 8:00,1.866630197,92.7101059,302.6920776,302.4870605,300.8817444,0.876389861,-403.1883545,-373.3980103,66.99129486,-340.619751,123.9817047,19.62782288
2/4/22 1:00,2/4/22 9:00,1.521323681,99.21586609,303.7592468,302.4870605,301.6643066,0.879007936,-407.0708008,-607.5560303,69.70333099,-562.5585327,157.6431427,34.12980652
2/4/22 2:00,2/4/22 10:00,1.094603896,112.9682083,304.8096313,302.4870605,301.9861755,0.88398236,-414.493927,-757.7561646,69.06326294,-706.444519,176.8693542,45.0165863
2/4/22 3:00,2/4/22 11:00,0.520483553,155.1212311,305.2459106,302.4870605,302.7658691,0.886024475,-424.5627136,-810.4696655,63.47752762,-757.1202393,180.1845703,45.65516663
2/4/22 4:00,2/4/22 12:00,0.823727667,240.5641174,305.606781,302.4870605,302.9141846,0.886443377,-428.7303772,-839.4954834,62.75167847,-787.0600586,197.4361877,50.78442383
2/4/22 5:00,2/4/22 13:00,1.921807289,244.9420166,305.1988525,302.4870605,302.815033,0.89393115,-430.1810608,-835.8756104,64.80715179,-783.5285645,205.9684753,47.41641235
2/4/22 6:00,2/4/22 14:00,3.091551304,240.7210999,304.4996643,302.4870605,302.3634338,0.910372913,-432.7874146,-712.8829346,58.7496109,-665.4101563,209.2733002,44.83119202
2/4/22 7:00,2/4/22 15:00,3.280105591,236.8299255,303.4518433,302.4870605,302.6063843,0.939433932,-440.9039001,-485.2140198,44.43719482,-449.7530518,180.5067444,30.47340393
2/4/22 8:00,2/4/22 16:00,2.61887145,299.3229065,302.7616882,302.4870605,301.5465698,0.97373116,-429.1409912,-304.97052,49.5841217,-279.7557373,132.8985138,16.39372253
2/4/22 9:00,2/4/22 17:00,2.517448902,317.0733948,302.0205994,302.4870605,300.2768555,0.992738605,-428.3025513,-108.5626831,44.69453812,-97.66369629,86.2983551,5.82623291
2/4/22 10:00,2/4/22 18:00,2.366619349,282.32547,301.7183838,302.4870605,299.1612549,0.999912202,-428.6738281,-7.43951416,37.23149109,-6.750518799,78.11941528,7.381484985
2/4/22 11:00,2/4/22 19:00,2.272904634,281.2018127,301.489624,302.4870605,299.4905701,1.007138252,-417.9042969,0.000427246,45.83610153,0,76.17601013,9.822509766
2/4/22 12:00,2/4/22 20:00,1.704816818,322.9971313,301.2389221,302.4870605,299.8231812,1.023579955,-418.7919006,0.000427246,45.32140732,0,56.21194458,8.092163086
2/4/22 13:00,2/4/22 21:00,1.828245878,16.00440979,301.1873779,302.4870605,300.1946106,1.028397322,-417.9854126,0.000427246,46.57514954,0,46.14157104,6.526611328
2/4/22 14:00,2/4/22 22:00,2.646178961,57.4569931,300.8194275,302.4870605,300.4214478,1.014940262,-413.1317444,0.000427246,50.15490341,0,49.71659851,6.578109741
2/4/22 15:00,2/4/22 23:00,2.78167367,82.67281342,300.8013611,302.4870605,299.7764893,0.996142149,-410.9630737,0.000427246,51.55381012,0,51.69117737,6.444213867
2/4/22 16:00,2/5/22 0:00,2.398739815,93.86814117,300.7646484,302.4870605,299.8777161,0.981428385,-412.1482239,0.000427246,49.98663712,0,56.97059631,7.031295776
2/4/22 17:00,2/5/22 1:00,2.206919432,102.5300522,300.6776428,302.4870605,299.9210815,0.976925254,-419.9131165,0.000427246,44.22933578,0,78.84689331,7.680175781
2/4/22 18:00,2/5/22 2:00,2.046552658,111.3209915,300.6112671,302.4870605,299.7120361,0.981637836,-413.9898682,0.000427246,49.30368042,0,77.00741577,8.452651978
2/4/22 19:00,2/5/22 3:00,1.793982625,113.5949936,300.6409302,302.4870605,299.4211426,0.990853548,-417.1248474,0.000427246,45.70742798,0,73.58827209,8.565948486
2/4/22 20:00,2/5/22 4:00,1.363697648,67.97557831,300.5332947,302.3925476,299.3021545,0.994780719,-412.3252563,0.000427246,49.65340424,0,70.69914246,8.617446899
2/4/22 21:00,2/5/22 5:00,2.049792528,54.01392365,300.4836731,302.3925476,299.3273621,0.994309485,-411.776947,0.000427246,49.82826996,0,71.34347534,8.751342773
2/4/22 22:00,2/5/22 6:00,2.805208206,57.37689209,300.7053528,302.3925476,299.4500732,0.974621296,-407.5969849,-6.038269043,53.3123436,-5.406677246,73.79612732,9.0912323
2/4/22 23:00,2/5/22 7:00,3.051343441,62.35016632,301.5224609,302.3925476,299.7372437,0.951424837,-409.4533997,-126.2450562,55.04118347,-112.711731,96.43107605,11.73825073
2/5/22 0:00,2/5/22 8:00,2.837103367,76.27835083,302.3222046,302.3925476,300.8660583,0.930951238,-415.1578064,-322.719635,54.36812592,-294.5068359,135.7772369,20.45179749
2/5/22 1:00,2/5/22 9:00,2.472413301,87.51461029,303.4602356,302.3925476,301.4754944,0.913305163,-415.0742188,-537.4437256,60.38607025,-496.8816528,161.0726929,32.09046936
2/5/22 2:00,2/5/22 10:00,2.093412638,102.2820663,304.0112,302.3925476,301.8473511,0.897858322,-420.1540833,-653.380127,61.01953888,-608.7495728,170.8312836,39.59893799
2/5/22 3:00,2/5/22 11:00,1.440647006,141.9880524,304.6820374,302.3925476,302.4625854,0.884715438,-420.8646851,-703.4078979,63.2465744,-656.4094238,171.6003418,38.09518433
2/5/22 4:00,2/5/22 12:00,2.181948423,192.5529633,305.2104797,302.3925476,302.6931458,0.875813842,-427.7714539,-807.2167969,61.37256622,-753.3387451,192.9777832,48.2197876
2/5/22 5:00,2/5/22 13:00,3.567008972,220.3947296,303.7824402,302.3925476,302.4208679,0.876704037,-438.971283,-645.5898438,48.49534607,-603.9679565,191.7098999,38.0539856
2/5/22 6:00,2/5/22 14:00,4.262573242,219.0723877,302.77005,302.3925476,301.8684387,0.879322112,-428.2607422,-596.8798828,54.31203461,-556.6206055,193.8715515,37.96128845
2/5/22 7:00,2/5/22 15:00,3.59830904,221.3468933,302.5941467,302.3925476,301.774231,0.881154776,-435.489624,-413.4002075,43.0085907,-381.9353943,157.0403748,32.17286682
2/5/22 8:00,2/5/22 16:00,2.684070826,218.0343323,302.2216797,302.3925476,300.8049011,0.911524832,-433.6504517,-229.7870483,41.04219818,-211.5005188,121.4043579,20.22520447
2/5/22 9:00,2/5/22 17:00,2.59744072,218.9409332,301.7261047,302.3925476,300.8164673,0.938229561,-427.3854065,-92.5317688,43.50348663,-84.66271973,101.2740021,10.9863739
2/5/22 10:00,2/5/22 18:00,2.68446517,223.6954346,301.4135742,302.3925476,300.7784424,0.951215386,-429.7827454,-6.655456543,38.43574524,-6.094207764,79.20024109,6.856201172
2/5/22 11:00,2/5/22 19:00,1.889166117,229.5867462,301.3291626,302.3925476,300.2946167,0.957760692,-431.5580139,0.000427246,35.39377594,0,68.44395447,6.341217041
2/5/22 12:00,2/5/22 20:00,0.575466096,327.6553345,301.2189636,302.3925476,299.2781677,0.956713438,-425.8216248,0.000427246,39.54761124,0,57.96827698,7.865570068
2/5/22 13:00,2/5/22 21:00,1.666281104,17.59147644,301.1152039,302.3925476,299.2281799,0.954776049,-430.7220154,0.000427246,34.2423172,0,61.03407288,10.66708374
2/5/22 14:00,2/5/22 22:00,2.026734352,23.20549011,300.9830933,302.3925476,299.2145386,0.952157915,-421.6613159,0.000427246,42.34542847,0,69.52478027,12.9433136
2/5/22 15:00,2/5/22 23:00,2.003376007,30.76589966,300.9289551,302.3925476,299.4806519,0.952733874,-427.0411987,0.000427246,36.90486145,0,59.49598694,9.812210083
2/5/22 16:00,2/6/22 0:00,1.913021684,52.03903961,300.8935242,302.3925476,299.8318481,0.952995718,-426.9329834,0.000427246,37.24798965,0,51.33782959,7.041595459
2/5/22 17:00,2/6/22 1:00,1.617532611,78.09482574,300.84198,302.3925476,300.2541199,0.959802806,-425.7970276,0.000427246,39.12859726,0,64.65068054,4.940460205
2/5/22 18:00,2/6/22 2:00,1.546122313,96.53153229,300.739502,302.3925476,299.8099365,0.967657149,-428.150116,0.000427246,36.81578064,0,65.43013,5.043457031
2/5/22 19:00,2/6/22 3:00,1.701645732,101.5661163,300.694397,302.3925476,299.6574707,0.979909897,-422.7284546,0.000427246,41.32263947,0,68.94281006,5.146453857
2/5/22 20:00,2/6/22 4:00,1.659251809,121.7638855,300.7717285,302.3239441,299.6339417,0.979124427,-419.384491,0.000427246,43.79712677,0,71.11483765,6.001327515
2/5/22 21:00,2/6/22 5:00,1.7635113,95.39974213,300.8735352,302.3239441,299.4083252,0.996770501,-413.3653259,0.000427246,48.81208038,0,71.90467834,6.361816406
2/5/22 22:00,2/6/22 6:00,2.114923716,93.04182434,300.9405823,302.3239441,299.59552,1.025517344,-417.1863098,-5.40435791,44.95188522,-4.937866211,73.91043091,7.041595459
2/5/22 23:00,2/6/22 7:00,2.232746601,107.9001236,301.6404114,302.3239441,299.6021118,1.042116165,-415.4921875,-107.778656,49.66660309,-96.69488525,85.40458679,11.13056946
2/6/22 0:00,2/6/22 8:00,2.200828552,123.9819031,302.3222046,302.3239441,300.7590332,1.039131522,-419.3943176,-262.0323792,50.71248627,-239.658905,104.7658997,20.2664032
2/6/22 1:00,2/6/22 9:00,1.937401891,134.7520752,303.5053406,302.3239441,301.5163879,1.037822485,-412.0867615,-542.8485718,64.83354187,-502.0695496,145.3072052,39.56803894
2/6/22 2:00,2/6/22 10:00,2.078853846,143.8444366,303.986084,302.3239441,301.6316833,1.045676708,-419.1017151,-640.0015259,62.51082993,-596.0298462,163.5565033,43.85272217
2/6/22 3:00,2/6/22 11:00,1.740223289,158.2291565,303.9796448,302.3239441,302.1192322,1.051855564,-428.8434753,-690.7466431,55.57897186,-643.9710083,179.8831787,45.21228027
2/6/22 4:00,2/6/22 12:00,1.918947458,186.6042938,304.1575012,302.3239441,302.3415222,1.052222013,-428.2755127,-760.1916504,58.60114288,-710.4760742,197.2179565,49.32185364
2/6/22 5:00,2/6/22 13:00,2.290860653,223.7608643,304.2940979,302.3239441,302.531189,1.061751962,-437.8967896,-570.7733765,47.56164169,-531.8999634,170.3012695,37.97158813
2/6/22 6:00,2/6/22 14:00,2.752291203,223.5540771,303.4073792,302.3239441,302.2022705,1.095054388,-436.8124695,-456.9389038,45.30161285,-424.1885986,154.8683472,30.76179504
2/6/22 7:00,2/6/22 15:00,3.177889585,215.5864563,302.5116577,302.3239441,302.0878296,1.122544527,-430.672821,-339.1508789,47.06344604,-313.8989563,131.8280792,23.34602356
2/6/22 8:00,2/6/22 16:00,2.937789917,233.638916,302.2596741,302.3239441,301.3531799,1.118669748,-434.8626404,-208.9351807,39.50141907,-192.280304,107.6550293,15.91993713
2/6/22 9:00,2/6/22 17:00,2.418777704,232.0844879,301.8530579,302.3239441,301.0870972,1.143018007,-439.4949951,-83.9407959,30.79453278,-76.78710938,94.34217834,6.06312561
2/6/22 10:00,2/6/22 18:00,2.007098675,214.7274933,301.5740356,302.3239441,301.1862488,1.18443656,-432.2636719,-6.939025879,34.77020645,-6.375488281,78.03627014,2.664215088
2/6/22 11:00,2/6/22 19:00,1.912150145,211.5365143,301.4335327,302.3239441,300.9697571,1.200668812,-430.6629944,0.000427246,35.52574921,0,77.13212585,3.714797974
2/6/22 12:00,2/6/22 20:00,0.426805317,238.6334229,301.2904968,302.3239441,299.7545776,1.190510511,-432.8710022,0.000427246,32.3914032,0,74.14945984,5.517242432
2/6/22 13:00,2/6/22 21:00,1.50132966,10.72094727,301.0514221,302.3239441,299.1505127,1.18228972,-430.4589233,0.000427246,33.09085464,0,52.7512207,7.226989746
2/6/22 14:00,2/6/22 22:00,2.06258297,19.43913269,300.8812866,302.3239441,298.9827576,1.208732605,-427.1690369,0.000427246,36.20211029,0,48.63577271,8.46295166
2/6/22 15:00,2/6/22 23:00,2.311803818,29.71414185,300.8239441,302.3239441,299.0381165,1.240673542,-431.4473572,0.000427246,32.24293137,0,55.05836487,9.966705322
2/6/22 16:00,2/7/22 0:00,2.580887556,32.4254303,300.6828003,302.3239441,299.2798462,1.258529067,-427.2206726,0.000427246,35.97775269,0,57.15765381,9.616516113
2/6/22 17:00,2/7/22 1:00,2.73404026,35.70098877,300.5983887,302.3239441,299.5223694,1.273504615,-423.5693665,0.000427246,39.5377121,0,81.03971863,5.558441162
2/6/22 18:00,2/7/22 2:00,2.842178822,39.97323608,300.5403748,302.3239441,299.5467529,1.282615662,-426.7141724,0.000427246,35.91506958,0,91.70246887,6.02192688
2/6/22 19:00,2/7/22 3:00,2.122806549,43.65489197,300.5448914,302.3239441,299.5938416,1.268844366,-423.0259705,0.000427246,39.06591034,0,86.57894897,6.567810059
2/6/22 20:00,2/7/22 4:00,1.963678241,56.5456543,300.5642395,302.2917786,299.6806335,1.248789668,-422.2957153,0.000427246,39.60039902,0,74.33653259,6.300018311
2/6/22 21:00,2/7/22 5:00,2.103608131,62.47415161,300.3644714,302.2917786,299.5215454,1.323196411,-420.9114075,0.000427246,40.69577026,0,66.41741943,5.877731323
